concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Resolve ticket,complete,Value 2,2010-04-29 13:39:49+03:00,Resolve ticket,Value 2,Case612,Variant 7,7,Fluxicon Disco
Closed,complete,Value 5,2010-05-29 08:01:22+03:00,Closed,Value 5,Case612,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-28 08:08:10+03:00,Assign seriousness,Value 2,Case1959,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-04-28 08:08:34+03:00,Take in charge ticket,Value 2,Case1959,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-04-28 08:51:59+03:00,Resolve ticket,Value 2,Case1959,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-05-29 08:10:18+03:00,Closed,Value 5,Case1959,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-28 13:40:05+03:00,Assign seriousness,Value 2,Case1121,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-12 09:51:57+03:00,Take in charge ticket,Value 2,Case1121,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-12 09:52:03+03:00,Resolve ticket,Value 2,Case1121,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-05-29 13:50:19+03:00,Closed,Value 5,Case1121,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-28 13:42:14+03:00,Assign seriousness,Value 2,Case1253,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-21 07:57:24+03:00,Take in charge ticket,Value 2,Case1253,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-21 08:04:28+03:00,Resolve ticket,Value 2,Case1253,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-05 08:04:47+03:00,Closed,Value 5,Case1253,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-28 15:21:11+03:00,Assign seriousness,Value 2,Case245,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-04-29 10:15:16+03:00,Take in charge ticket,Value 2,Case245,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-03 12:56:35+03:00,Resolve ticket,Value 2,Case245,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-05-29 15:30:18+03:00,Closed,Value 5,Case245,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-28 15:34:06+03:00,Assign seriousness,Value 2,Case2138,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-04 15:25:21+03:00,Take in charge ticket,Value 16,Case2138,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 11,2010-05-04 16:36:10+03:00,Resolve ticket,Value 11,Case2138,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-11 15:40:31+03:00,Closed,Value 5,Case2138,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-28 15:50:51+03:00,Assign seriousness,Value 2,Case560,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2010-05-06 07:29:22+03:00,Take in charge ticket,Value 10,Case560,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2010-05-20 07:50:14+03:00,Resolve ticket,Value 10,Case560,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-04 07:50:32+03:00,Closed,Value 5,Case560,Variant 1,1,Fluxicon Disco
Insert ticket,complete,Value 11,2010-04-29 15:19:12+03:00,Insert ticket,Value 11,Case3978,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 11,2010-04-29 15:19:26+03:00,Assign seriousness,Value 11,Case3978,Variant 7,7,Fluxicon Disco
Take in charge ticket,complete,Value 11,2010-04-30 15:02:27+03:00,Take in charge ticket,Value 11,Case3978,Variant 7,7,Fluxicon Disco
Resolve ticket,complete,Value 11,2010-05-04 07:20:04+03:00,Resolve ticket,Value 11,Case3978,Variant 7,7,Fluxicon Disco
Closed,complete,Value 5,2010-06-03 15:20:49+03:00,Closed,Value 5,Case3978,Variant 7,7,Fluxicon Disco
Insert ticket,complete,Value 15,2010-04-29 15:26:12+03:00,Insert ticket,Value 15,Case2249,Variant 62,62,Fluxicon Disco
Assign seriousness,complete,Value 15,2010-04-30 09:41:37+03:00,Assign seriousness,Value 15,Case2249,Variant 62,62,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-04-30 10:29:06+03:00,Take in charge ticket,Value 16,Case2249,Variant 62,62,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-04-30 11:26:43+03:00,Resolve ticket,Value 16,Case2249,Variant 62,62,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-04-30 13:08:45+03:00,Take in charge ticket,Value 16,Case2249,Variant 62,62,Fluxicon Disco
Wait,complete,Value 16,2010-04-30 16:42:57+03:00,Wait,Value 16,Case2249,Variant 62,62,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-03 11:13:11+03:00,Take in charge ticket,Value 16,Case2249,Variant 62,62,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-05-03 11:13:22+03:00,Resolve ticket,Value 16,Case2249,Variant 62,62,Fluxicon Disco
Closed,complete,Value 5,2010-06-01 15:30:26+03:00,Closed,Value 5,Case2249,Variant 62,62,Fluxicon Disco
Insert ticket,complete,Value 15,2010-04-30 06:53:24+03:00,Insert ticket,Value 15,Case3886,Variant 63,63,Fluxicon Disco
Assign seriousness,complete,Value 15,2010-04-30 06:53:59+03:00,Assign seriousness,Value 15,Case3886,Variant 63,63,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-17 12:32:02+03:00,Assign seriousness,Value 2,Case3886,Variant 63,63,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-06-09 15:52:55+03:00,Assign seriousness,Value 2,Case3886,Variant 63,63,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-06-09 15:53:04+03:00,Take in charge ticket,Value 2,Case3886,Variant 63,63,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-06-09 15:53:17+03:00,Resolve ticket,Value 2,Case3886,Variant 63,63,Fluxicon Disco
Closed,complete,Value 5,2010-06-24 15:53:37+03:00,Closed,Value 5,Case3886,Variant 63,63,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-05-03 11:18:49+03:00,Assign seriousness,Value 16,Case469,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-03 11:20:03+03:00,Take in charge ticket,Value 16,Case469,Variant 3,3,Fluxicon Disco
Wait,complete,Value 16,2010-05-03 11:29:31+03:00,Wait,Value 16,Case469,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-03 12:15:04+03:00,Take in charge ticket,Value 16,Case469,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-05-03 12:15:12+03:00,Resolve ticket,Value 16,Case469,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2010-06-16 11:00:37+03:00,Closed,Value 5,Case469,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 6,2010-05-03 12:36:18+03:00,Assign seriousness,Value 6,Case2693,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-04 13:23:15+03:00,Take in charge ticket,Value 2,Case2693,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-04 13:23:24+03:00,Resolve ticket,Value 2,Case2693,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-05 12:40:17+03:00,Closed,Value 5,Case2693,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-04 07:07:55+03:00,Assign seriousness,Value 2,Case3837,Variant 24,24,Fluxicon Disco
Wait,complete,Value 12,2010-05-07 14:58:36+03:00,Wait,Value 12,Case3837,Variant 24,24,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-19 16:51:06+03:00,Take in charge ticket,Value 2,Case3837,Variant 24,24,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-28 08:17:28+03:00,Resolve ticket,Value 2,Case3837,Variant 24,24,Fluxicon Disco
Closed,complete,Value 5,2010-06-27 08:17:48+03:00,Closed,Value 5,Case3837,Variant 24,24,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-04 07:09:38+03:00,Assign seriousness,Value 2,Case1766,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-21 08:04:17+03:00,Take in charge ticket,Value 2,Case1766,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-21 08:20:04+03:00,Resolve ticket,Value 2,Case1766,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-05 08:20:16+03:00,Closed,Value 5,Case1766,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-04 07:34:47+03:00,Assign seriousness,Value 2,Case4376,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-17 14:25:22+03:00,Take in charge ticket,Value 2,Case4376,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-21 08:14:42+03:00,Resolve ticket,Value 2,Case4376,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-05 08:14:56+03:00,Closed,Value 5,Case4376,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-04 07:40:02+03:00,Assign seriousness,Value 2,Case4264,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-05 10:12:41+03:00,Take in charge ticket,Value 16,Case4264,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-05-05 10:19:58+03:00,Resolve ticket,Value 16,Case4264,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-04 07:51:58+03:00,Closed,Value 5,Case4264,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-04 07:47:33+03:00,Assign seriousness,Value 2,Case3893,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-21 07:02:59+03:00,Take in charge ticket,Value 2,Case3893,Variant 3,3,Fluxicon Disco
Wait,complete,Value 2,2010-05-21 07:18:03+03:00,Wait,Value 2,Case3893,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-21 14:04:34+03:00,Take in charge ticket,Value 2,Case3893,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-21 14:46:05+03:00,Resolve ticket,Value 2,Case3893,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2010-06-20 14:46:31+03:00,Closed,Value 5,Case3893,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-04 10:04:02+03:00,Assign seriousness,Value 2,Case2673,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-04 15:21:06+03:00,Take in charge ticket,Value 16,Case2673,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2010-05-04 15:31:33+03:00,Resolve ticket,Value 6,Case2673,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-04 10:12:19+03:00,Closed,Value 5,Case2673,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-04 10:50:27+03:00,Assign seriousness,Value 2,Case376,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-05 10:35:13+03:00,Take in charge ticket,Value 16,Case376,Variant 3,3,Fluxicon Disco
Wait,complete,Value 16,2010-05-05 10:35:24+03:00,Wait,Value 16,Case376,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-17 08:11:07+03:00,Take in charge ticket,Value 16,Case376,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-05-17 08:11:14+03:00,Resolve ticket,Value 16,Case376,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2010-06-04 11:00:19+03:00,Closed,Value 5,Case376,Variant 3,3,Fluxicon Disco
Insert ticket,complete,Value 5,2010-05-04 13:58:19+03:00,Insert ticket,Value 5,Case4243,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-05-04 15:12:20+03:00,Assign seriousness,Value 16,Case4243,Variant 7,7,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-04 15:12:36+03:00,Take in charge ticket,Value 16,Case4243,Variant 7,7,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-05-04 15:19:52+03:00,Resolve ticket,Value 16,Case4243,Variant 7,7,Fluxicon Disco
Closed,complete,Value 5,2010-06-18 15:20:30+03:00,Closed,Value 5,Case4243,Variant 7,7,Fluxicon Disco
Insert ticket,complete,Value 15,2010-05-05 12:56:02+03:00,Insert ticket,Value 15,Case591,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 15,2010-05-05 14:39:36+03:00,Assign seriousness,Value 15,Case591,Variant 7,7,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-11 07:52:31+03:00,Take in charge ticket,Value 2,Case591,Variant 7,7,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-12 14:39:13+03:00,Resolve ticket,Value 2,Case591,Variant 7,7,Fluxicon Disco
Closed,complete,Value 5,2010-06-05 13:00:17+03:00,Closed,Value 5,Case591,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 6,2010-05-06 11:05:09+03:00,Assign seriousness,Value 6,Case301,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 6,2010-05-06 13:01:24+03:00,Take in charge ticket,Value 6,Case301,Variant 20,20,Fluxicon Disco
Resolve ticket,complete,Value 6,2010-05-06 13:27:07+03:00,Resolve ticket,Value 6,Case301,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-06 14:36:41+03:00,Take in charge ticket,Value 12,Case301,Variant 20,20,Fluxicon Disco
Wait,complete,Value 12,2010-05-06 16:06:08+03:00,Wait,Value 12,Case301,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-07 12:17:30+03:00,Take in charge ticket,Value 12,Case301,Variant 20,20,Fluxicon Disco
Resolve ticket,complete,Value 12,2010-05-07 12:17:43+03:00,Resolve ticket,Value 12,Case301,Variant 20,20,Fluxicon Disco
Closed,complete,Value 5,2010-06-10 11:02:00+03:00,Closed,Value 5,Case301,Variant 20,20,Fluxicon Disco
Insert ticket,complete,Value 12,2010-05-06 15:48:29+03:00,Insert ticket,Value 12,Case4375,Variant 62,62,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-10 14:22:20+03:00,Assign seriousness,Value 2,Case4375,Variant 62,62,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-10 16:10:24+03:00,Take in charge ticket,Value 2,Case4375,Variant 62,62,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-10 16:10:39+03:00,Resolve ticket,Value 2,Case4375,Variant 62,62,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-11 12:21:26+03:00,Take in charge ticket,Value 2,Case4375,Variant 62,62,Fluxicon Disco
Wait,complete,Value 2,2010-05-12 09:53:54+03:00,Wait,Value 2,Case4375,Variant 62,62,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-06-16 08:44:01+03:00,Take in charge ticket,Value 2,Case4375,Variant 62,62,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-06-16 08:44:07+03:00,Resolve ticket,Value 2,Case4375,Variant 62,62,Fluxicon Disco
Closed,complete,Value 5,2010-07-01 08:44:20+03:00,Closed,Value 5,Case4375,Variant 62,62,Fluxicon Disco
Insert ticket,complete,Value 12,2010-05-06 15:51:48+03:00,Insert ticket,Value 12,Case113,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 6,2010-05-24 10:23:15+03:00,Assign seriousness,Value 6,Case113,Variant 7,7,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-25 13:48:24+03:00,Take in charge ticket,Value 12,Case113,Variant 7,7,Fluxicon Disco
Resolve ticket,complete,Value 12,2010-05-25 14:11:28+03:00,Resolve ticket,Value 12,Case113,Variant 7,7,Fluxicon Disco
Closed,complete,Value 5,2010-06-09 14:11:39+03:00,Closed,Value 5,Case113,Variant 7,7,Fluxicon Disco
Insert ticket,complete,Value 12,2010-05-07 13:02:21+03:00,Insert ticket,Value 12,Case9,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 12,2010-05-07 13:02:34+03:00,Assign seriousness,Value 12,Case9,Variant 7,7,Fluxicon Disco
Take in charge ticket,complete,Value 6,2010-05-24 10:26:28+03:00,Take in charge ticket,Value 6,Case9,Variant 7,7,Fluxicon Disco
Resolve ticket,complete,Value 12,2010-05-25 15:35:44+03:00,Resolve ticket,Value 12,Case9,Variant 7,7,Fluxicon Disco
Closed,complete,Value 5,2010-06-09 15:35:56+03:00,Closed,Value 5,Case9,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 6,2010-05-10 13:50:22+03:00,Assign seriousness,Value 6,Case4098,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-12 12:16:49+03:00,Take in charge ticket,Value 2,Case4098,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-26 13:32:33+03:00,Resolve ticket,Value 2,Case4098,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-10 14:00:39+03:00,Closed,Value 5,Case4098,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 12,2010-05-11 09:41:45+03:00,Assign seriousness,Value 12,Case2206,Variant 23,23,Fluxicon Disco
Assign seriousness,complete,Value 12,2010-05-19 14:04:49+03:00,Assign seriousness,Value 12,Case2206,Variant 23,23,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-24 13:00:45+03:00,Assign seriousness,Value 2,Case2206,Variant 23,23,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-06-04 07:47:05+03:00,Take in charge ticket,Value 2,Case2206,Variant 23,23,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-06-04 07:47:09+03:00,Resolve ticket,Value 2,Case2206,Variant 23,23,Fluxicon Disco
Closed,complete,Value 21,2010-06-15 09:44:52+03:00,Closed,Value 21,Case2206,Variant 23,23,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-11 13:28:20+03:00,Assign seriousness,Value 2,Case2301,Variant 9,9,Fluxicon Disco
Take in charge ticket,complete,Value 6,2010-05-12 10:07:55+03:00,Take in charge ticket,Value 6,Case2301,Variant 9,9,Fluxicon Disco
Resolve ticket,complete,Value 6,2010-05-12 10:30:50+03:00,Resolve ticket,Value 6,Case2301,Variant 9,9,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-17 14:53:29+03:00,Take in charge ticket,Value 2,Case2301,Variant 9,9,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-06-14 10:46:40+03:00,Resolve ticket,Value 2,Case2301,Variant 9,9,Fluxicon Disco
Closed,complete,Value 5,2010-06-29 10:46:52+03:00,Closed,Value 5,Case2301,Variant 9,9,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-11 13:43:40+03:00,Assign seriousness,Value 2,Case4497,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-05-18 16:24:49+03:00,Assign seriousness,Value 16,Case4497,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-25 10:28:52+03:00,Take in charge ticket,Value 12,Case4497,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 12,2010-05-25 11:20:29+03:00,Resolve ticket,Value 12,Case4497,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-06-11 13:50:25+03:00,Closed,Value 5,Case4497,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-11 14:05:51+03:00,Assign seriousness,Value 2,Case4296,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-11 14:06:08+03:00,Take in charge ticket,Value 2,Case4296,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-11 15:16:23+03:00,Resolve ticket,Value 2,Case4296,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-24 14:10:24+03:00,Closed,Value 5,Case4296,Variant 1,1,Fluxicon Disco
Insert ticket,complete,Value 15,2010-05-12 10:21:25+03:00,Insert ticket,Value 15,Case3196,Variant 37,37,Fluxicon Disco
Assign seriousness,complete,Value 15,2010-05-12 10:22:46+03:00,Assign seriousness,Value 15,Case3196,Variant 37,37,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-13 14:23:05+03:00,Take in charge ticket,Value 2,Case3196,Variant 37,37,Fluxicon Disco
Wait,complete,Value 2,2010-05-13 14:23:40+03:00,Wait,Value 2,Case3196,Variant 37,37,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-06-16 08:48:55+03:00,Take in charge ticket,Value 2,Case3196,Variant 37,37,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-06-16 08:49:10+03:00,Resolve ticket,Value 2,Case3196,Variant 37,37,Fluxicon Disco
Closed,complete,Value 5,2010-07-01 08:49:30+03:00,Closed,Value 5,Case3196,Variant 37,37,Fluxicon Disco
Insert ticket,complete,Value 15,2010-05-12 10:47:22+03:00,Insert ticket,Value 15,Case2845,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 15,2010-05-12 15:00:58+03:00,Assign seriousness,Value 15,Case2845,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 16,2010-05-18 16:25:41+03:00,Assign seriousness,Value 16,Case2845,Variant 41,41,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-24 10:58:03+03:00,Take in charge ticket,Value 12,Case2845,Variant 41,41,Fluxicon Disco
Wait,complete,Value 12,2010-05-25 15:35:52+03:00,Wait,Value 12,Case2845,Variant 41,41,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-26 13:43:36+03:00,Take in charge ticket,Value 12,Case2845,Variant 41,41,Fluxicon Disco
Resolve ticket,complete,Value 12,2010-05-26 13:43:49+03:00,Resolve ticket,Value 12,Case2845,Variant 41,41,Fluxicon Disco
Closed,complete,Value 5,2010-06-25 13:44:10+03:00,Closed,Value 5,Case2845,Variant 41,41,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-12 14:42:07+03:00,Assign seriousness,Value 2,Case2114,Variant 19,19,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-12 14:56:55+03:00,Take in charge ticket,Value 2,Case2114,Variant 19,19,Fluxicon Disco
Create SW anomaly,complete,Value 2,2010-05-12 14:57:34+03:00,Create SW anomaly,Value 2,Case2114,Variant 19,19,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-06-21 08:17:23+03:00,Resolve ticket,Value 2,Case2114,Variant 19,19,Fluxicon Disco
Closed,complete,Value 5,2010-07-06 08:17:34+03:00,Closed,Value 5,Case2114,Variant 19,19,Fluxicon Disco
Assign seriousness,complete,Value 6,2010-05-12 15:12:50+03:00,Assign seriousness,Value 6,Case3603,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-24 14:52:13+03:00,Take in charge ticket,Value 12,Case3603,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 12,2010-05-24 14:52:26+03:00,Resolve ticket,Value 12,Case3603,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-12 15:20:30+03:00,Closed,Value 5,Case3603,Variant 1,1,Fluxicon Disco
Insert ticket,complete,Value 6,2010-05-12 15:25:04+03:00,Insert ticket,Value 6,Case2418,Variant 37,37,Fluxicon Disco
Assign seriousness,complete,Value 6,2010-05-12 15:25:46+03:00,Assign seriousness,Value 6,Case2418,Variant 37,37,Fluxicon Disco
Take in charge ticket,complete,Value 6,2010-05-12 15:25:58+03:00,Take in charge ticket,Value 6,Case2418,Variant 37,37,Fluxicon Disco
Wait,complete,Value 6,2010-05-12 15:26:17+03:00,Wait,Value 6,Case2418,Variant 37,37,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-06-11 13:44:10+03:00,Take in charge ticket,Value 2,Case2418,Variant 37,37,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-06-14 14:32:38+03:00,Resolve ticket,Value 2,Case2418,Variant 37,37,Fluxicon Disco
Closed,complete,Value 5,2010-06-29 14:32:52+03:00,Closed,Value 5,Case2418,Variant 37,37,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-13 08:52:29+03:00,Assign seriousness,Value 2,Case2320,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-13 08:52:41+03:00,Take in charge ticket,Value 2,Case2320,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-13 09:09:42+03:00,Resolve ticket,Value 2,Case2320,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-06-16 09:00:30+03:00,Closed,Value 5,Case2320,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-13 14:45:13+03:00,Assign seriousness,Value 2,Case1044,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-17 16:21:00+03:00,Take in charge ticket,Value 16,Case1044,Variant 20,20,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-05-17 17:10:24+03:00,Resolve ticket,Value 16,Case1044,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-18 08:21:15+03:00,Take in charge ticket,Value 16,Case1044,Variant 20,20,Fluxicon Disco
Wait,complete,Value 16,2010-05-18 08:44:56+03:00,Wait,Value 16,Case1044,Variant 20,20,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-18 09:26:17+03:00,Take in charge ticket,Value 16,Case1044,Variant 20,20,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-05-18 09:28:09+03:00,Resolve ticket,Value 16,Case1044,Variant 20,20,Fluxicon Disco
Closed,complete,Value 5,2010-06-26 14:50:32+03:00,Closed,Value 5,Case1044,Variant 20,20,Fluxicon Disco
Assign seriousness,complete,Value 15,2010-05-13 15:02:27+03:00,Assign seriousness,Value 15,Case2828,Variant 76,76,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-18 17:22:11+03:00,Take in charge ticket,Value 16,Case2828,Variant 76,76,Fluxicon Disco
Wait,complete,Value 16,2010-05-18 17:22:40+03:00,Wait,Value 16,Case2828,Variant 76,76,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-19 08:49:09+03:00,Take in charge ticket,Value 16,Case2828,Variant 76,76,Fluxicon Disco
Take in charge ticket,complete,Value 16,2010-05-19 09:23:55+03:00,Take in charge ticket,Value 16,Case2828,Variant 76,76,Fluxicon Disco
Resolve ticket,complete,Value 16,2010-05-19 09:25:58+03:00,Resolve ticket,Value 16,Case2828,Variant 76,76,Fluxicon Disco
Closed,complete,Value 5,2010-06-15 15:10:12+03:00,Closed,Value 5,Case2828,Variant 76,76,Fluxicon Disco
Assign seriousness,complete,Value 12,2010-05-14 08:04:18+03:00,Assign seriousness,Value 12,Case3590,Variant 201,201,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-19 07:57:30+03:00,Assign seriousness,Value 2,Case3590,Variant 201,201,Fluxicon Disco
Take in charge ticket,complete,Value 12,2010-05-21 09:29:03+03:00,Take in charge ticket,Value 12,Case3590,Variant 201,201,Fluxicon Disco
Schedule intervention,complete,Value 12,2010-05-25 12:07:05+03:00,Schedule intervention,Value 12,Case3590,Variant 201,201,Fluxicon Disco
Resolve ticket,complete,Value 12,2010-06-03 13:10:37+03:00,Resolve ticket,Value 12,Case3590,Variant 201,201,Fluxicon Disco
