"case","event","startTime","completeTime","AMOUNT_REQ","REG_DATE","org:resource"
"177221","O_CREATED","2011/10/26 19:59:06.179","2011/10/26 19:59:06.179","6000","2011/10/15 19:33:56.799","11202"
"177221","O_SENT","2011/10/26 19:59:06.205","2011/10/26 19:59:06.205","6000","2011/10/15 19:33:56.799","11202"
"177221","O_SENT_BACK","2011/11/11 10:59:11.185","2011/11/11 10:59:11.185","6000","2011/10/15 19:33:56.799","10789"
"177221","O_ACCEPTED","2011/11/14 16:24:28.766","2011/11/14 16:24:28.766","6000","2011/10/15 19:33:56.799","10972"
"177230","O_SELECTED","2011/10/17 11:37:07.916","2011/10/17 11:37:07.916","10000","2011/10/15 20:53:38.935","11120"
"177230","O_CREATED","2011/10/17 11:37:08.879","2011/10/17 11:37:08.879","10000","2011/10/15 20:53:38.935","11120"
"177230","O_SENT","2011/10/17 11:37:08.908","2011/10/17 11:37:08.908","10000","2011/10/15 20:53:38.935","11120"
"177230","O_CANCELLED","2011/10/25 09:31:23.955","2011/10/25 09:31:23.955","10000","2011/10/15 20:53:38.935","11120"
"177239","O_SELECTED","2011/10/17 18:12:56.813","2011/10/17 18:12:56.813","25000","2011/10/15 21:40:13.020","11119"
"177239","O_CREATED","2011/10/17 18:12:58.070","2011/10/17 18:12:58.070","25000","2011/10/15 21:40:13.020","11119"
"177239","O_SENT","2011/10/17 18:12:58.108","2011/10/17 18:12:58.108","25000","2011/10/15 21:40:13.020","11119"
"177239","O_CANCELLED","2011/10/26 18:24:47.044","2011/10/26 18:24:47.044","25000","2011/10/15 21:40:13.020","11203"
"177251","O_SELECTED","2011/10/17 10:36:56.916","2011/10/17 10:36:56.916","7500","2011/10/15 23:23:27.401","10982"
"177251","O_CREATED","2011/10/17 10:36:58.158","2011/10/17 10:36:58.158","7500","2011/10/15 23:23:27.401","10982"
"177251","O_SENT","2011/10/17 10:36:58.186","2011/10/17 10:36:58.186","7500","2011/10/15 23:23:27.401","10982"
"177251","O_CANCELLED","2011/10/29 16:41:43.314","2011/10/29 16:41:43.314","7500","2011/10/15 23:23:27.401","11200"
"177254","O_SELECTED","2011/10/17 18:49:32.903","2011/10/17 18:49:32.903","15000","2011/10/16 01:19:06.999","10913"
"177254","O_CREATED","2011/10/17 18:50:20.610","2011/10/17 18:50:20.610","15000","2011/10/16 01:19:06.999","10913"
"177254","O_SENT","2011/10/17 18:50:20.633","2011/10/17 18:50:20.633","15000","2011/10/16 01:19:06.999","10913"
"177254","O_SENT_BACK","2011/10/31 10:15:25.702","2011/10/31 10:15:25.702","15000","2011/10/16 01:19:06.999","11029"
"177254","O_DECLINED","2011/11/03 17:37:23.364","2011/11/03 17:37:23.364","15000","2011/10/16 01:19:06.999","10972"
"177263","O_SELECTED","2011/10/17 17:49:28.747","2011/10/17 17:49:28.747","18000","2011/10/16 11:13:52.653","11122"
"177263","O_CREATED","2011/10/17 17:49:30.087","2011/10/17 17:49:30.087","18000","2011/10/16 11:13:52.653","11122"
"177263","O_SENT","2011/10/17 17:49:30.111","2011/10/17 17:49:30.111","18000","2011/10/16 11:13:52.653","11122"
"177263","O_SELECTED","2011/10/17 17:50:33.731","2011/10/17 17:50:33.731","18000","2011/10/16 11:13:52.653","11122"
"177263","O_CANCELLED","2011/10/17 17:50:33.731","2011/10/17 17:50:33.731","18000","2011/10/16 11:13:52.653","11122"
"177263","O_CREATED","2011/10/17 17:50:34.621","2011/10/17 17:50:34.621","18000","2011/10/16 11:13:52.653","11122"
"177263","O_SENT","2011/10/17 17:50:34.659","2011/10/17 17:50:34.659","18000","2011/10/16 11:13:52.653","11122"
"177263","O_SENT_BACK","2011/10/27 11:05:14.757","2011/10/27 11:05:14.757","18000","2011/10/16 11:13:52.653","11049"
"177263","O_SELECTED","2011/10/31 14:49:22.772","2011/10/31 14:49:22.772","18000","2011/10/16 11:13:52.653","10629"
"177263","O_CANCELLED","2011/10/31 14:49:22.772","2011/10/31 14:49:22.772","18000","2011/10/16 11:13:52.653","10629"
"177263","O_CREATED","2011/10/31 14:49:24.172","2011/10/31 14:49:24.172","18000","2011/10/16 11:13:52.653","10629"
"177263","O_SENT","2011/10/31 14:49:24.200","2011/10/31 14:49:24.200","18000","2011/10/16 11:13:52.653","10629"
"177263","O_ACCEPTED","2011/10/31 14:50:45.423","2011/10/31 14:50:45.423","18000","2011/10/16 11:13:52.653","10629"
"177269","O_SELECTED","2011/10/17 12:56:03.581","2011/10/17 12:56:03.581","10000","2011/10/16 11:37:08.771","11120"
"177269","O_CREATED","2011/10/17 12:56:04.685","2011/10/17 12:56:04.685","10000","2011/10/16 11:37:08.771","11120"
"177269","O_SENT","2011/10/17 12:56:04.716","2011/10/17 12:56:04.716","10000","2011/10/16 11:37:08.771","11120"
"177269","O_CANCELLED","2011/10/19 10:46:21.338","2011/10/19 10:46:21.338","10000","2011/10/16 11:37:08.771","11179"
"177284","O_SELECTED","2011/10/17 19:24:42.925","2011/10/17 19:24:42.925","15000","2011/10/16 12:52:28.951","11180"
"177284","O_CREATED","2011/10/17 19:24:44.208","2011/10/17 19:24:44.208","15000","2011/10/16 12:52:28.951","11180"
"177284","O_SENT","2011/10/17 19:24:44.242","2011/10/17 19:24:44.242","15000","2011/10/16 12:52:28.951","11180"
"177284","O_SENT_BACK","2011/10/24 09:51:33.137","2011/10/24 09:51:33.137","15000","2011/10/16 12:52:28.951","11029"
"177284","O_ACCEPTED","2011/11/02 10:53:51.996","2011/11/02 10:53:51.996","15000","2011/10/16 12:52:28.951","10972"
"177293","O_SELECTED","2011/10/17 13:25:43.832","2011/10/17 13:25:43.832","20000","2011/10/16 14:27:58.173","11201"
"177293","O_CREATED","2011/10/17 13:25:46.066","2011/10/17 13:25:46.066","20000","2011/10/16 14:27:58.173","11201"
"177293","O_SENT","2011/10/17 13:25:46.113","2011/10/17 13:25:46.113","20000","2011/10/16 14:27:58.173","11201"
"177293","O_CANCELLED","2011/10/17 13:28:29.140","2011/10/17 13:28:29.140","20000","2011/10/16 14:27:58.173","11201"
"177293","O_SELECTED","2011/10/17 13:28:29.140","2011/10/17 13:28:29.140","20000","2011/10/16 14:27:58.173","11201"
"177293","O_CREATED","2011/10/17 13:28:30.587","2011/10/17 13:28:30.587","20000","2011/10/16 14:27:58.173","11201"
"177293","O_SENT","2011/10/17 13:28:30.615","2011/10/17 13:28:30.615","20000","2011/10/16 14:27:58.173","11201"
"177293","O_CANCELLED","2011/10/25 18:10:02.751","2011/10/25 18:10:02.751","20000","2011/10/16 14:27:58.173","11189"
"177299","O_SELECTED","2011/10/17 11:07:35.396","2011/10/17 11:07:35.396","20000","2011/10/16 14:48:55.061","10881"
"177299","O_CREATED","2011/10/17 11:07:37.424","2011/10/17 11:07:37.424","20000","2011/10/16 14:48:55.061","10881"
"177299","O_SENT","2011/10/17 11:07:37.454","2011/10/17 11:07:37.454","20000","2011/10/16 14:48:55.061","10881"
"177299","O_SENT_BACK","2011/10/21 10:19:11.677","2011/10/21 10:19:11.677","20000","2011/10/16 14:48:55.061","10789"
"177299","O_CANCELLED","2011/10/27 19:09:31.574","2011/10/27 19:09:31.574","20000","2011/10/16 14:48:55.061","10939"
"177299","O_SELECTED","2011/10/27 19:09:31.574","2011/10/27 19:09:31.574","20000","2011/10/16 14:48:55.061","10939"
"177299","O_CREATED","2011/10/27 19:09:33.211","2011/10/27 19:09:33.211","20000","2011/10/16 14:48:55.061","10939"
"177299","O_SENT","2011/10/27 19:09:33.239","2011/10/27 19:09:33.239","20000","2011/10/16 14:48:55.061","10939"
"177299","O_SENT_BACK","2011/11/02 09:41:25.341","2011/11/02 09:41:25.341","20000","2011/10/16 14:48:55.061","11029"
"177299","O_ACCEPTED","2011/11/02 11:07:27.549","2011/11/02 11:07:27.549","20000","2011/10/16 14:48:55.061","10138"
"177317","O_SELECTED","2011/10/17 10:30:55.708","2011/10/17 10:30:55.708","8000","2011/10/16 15:28:07.026","11120"
"177317","O_CREATED","2011/10/17 10:30:56.905","2011/10/17 10:30:56.905","8000","2011/10/16 15:28:07.026","11120"
"177317","O_SENT","2011/10/17 10:30:56.939","2011/10/17 10:30:56.939","8000","2011/10/16 15:28:07.026","11120"
"177317","O_SENT_BACK","2011/10/25 10:03:44.096","2011/10/25 10:03:44.096","8000","2011/10/16 15:28:07.026","11049"
"177317","O_ACCEPTED","2011/10/31 09:53:03.684","2011/10/31 09:53:03.684","8000","2011/10/16 15:28:07.026","10629"
"177320","O_SELECTED","2011/10/17 10:43:53.630","2011/10/17 10:43:53.630","15000","2011/10/16 15:38:14.222","11201"
"177320","O_CREATED","2011/10/17 10:43:54.677","2011/10/17 10:43:54.677","15000","2011/10/16 15:38:14.222","11201"
"177320","O_SENT","2011/10/17 10:43:54.706","2011/10/17 10:43:54.706","15000","2011/10/16 15:38:14.222","11201"
"177320","O_SENT_BACK","2011/10/26 11:41:16.830","2011/10/26 11:41:16.830","15000","2011/10/16 15:38:14.222","11029"
"177320","O_ACCEPTED","2011/10/31 14:34:49.836","2011/10/31 14:34:49.836","15000","2011/10/16 15:38:14.222","10809"
"177323","O_SELECTED","2011/10/17 10:23:39.156","2011/10/17 10:23:39.156","12000","2011/10/16 18:12:13.467","10982"
"177323","O_CREATED","2011/10/17 10:23:40.649","2011/10/17 10:23:40.649","12000","2011/10/16 18:12:13.467","10982"
"177323","O_SENT","2011/10/17 10:23:40.711","2011/10/17 10:23:40.711","12000","2011/10/16 18:12:13.467","10982"
"177323","O_CANCELLED","2011/10/17 10:26:41.790","2011/10/17 10:26:41.790","12000","2011/10/16 18:12:13.467","10982"
"177323","O_SELECTED","2011/10/17 10:26:41.790","2011/10/17 10:26:41.790","12000","2011/10/16 18:12:13.467","10982"
"177323","O_CREATED","2011/10/17 10:26:43.224","2011/10/17 10:26:43.224","12000","2011/10/16 18:12:13.467","10982"
"177323","O_SENT","2011/10/17 10:26:43.268","2011/10/17 10:26:43.268","12000","2011/10/16 18:12:13.467","10982"
"177323","O_CANCELLED","2011/10/18 14:03:45.838","2011/10/18 14:03:45.838","12000","2011/10/16 18:12:13.467","11169"
"177323","O_SELECTED","2011/10/18 14:03:45.838","2011/10/18 14:03:45.838","12000","2011/10/16 18:12:13.467","11169"
"177323","O_CREATED","2011/10/18 14:03:48.125","2011/10/18 14:03:48.125","12000","2011/10/16 18:12:13.467","11169"
"177323","O_SENT","2011/10/18 14:03:48.191","2011/10/18 14:03:48.191","12000","2011/10/16 18:12:13.467","11169"
"177323","O_SENT_BACK","2011/10/24 11:48:02.828","2011/10/24 11:48:02.828","12000","2011/10/16 18:12:13.467","11029"
"177323","O_ACCEPTED","2011/10/26 15:47:41.686","2011/10/26 15:47:41.686","12000","2011/10/16 18:12:13.467","10138"
"177326","O_SELECTED","2011/10/17 10:56:48.852","2011/10/17 10:56:48.852","11000","2011/10/16 18:13:41.705","11201"
"177326","O_CREATED","2011/10/17 10:56:49.796","2011/10/17 10:56:49.796","11000","2011/10/16 18:13:41.705","11201"
"177326","O_SENT","2011/10/17 10:56:49.825","2011/10/17 10:56:49.825","11000","2011/10/16 18:13:41.705","11201"
"177326","O_SENT_BACK","2011/10/26 09:58:56.644","2011/10/26 09:58:56.644","11000","2011/10/16 18:13:41.705","11029"
"177326","O_ACCEPTED","2011/11/02 08:52:29.671","2011/11/02 08:52:29.671","11000","2011/10/16 18:13:41.705","10629"
"177329","O_SELECTED","2011/10/17 17:52:08.260","2011/10/17 17:52:08.260","5000","2011/10/16 18:59:41.145","11181"
"177329","O_CREATED","2011/10/17 17:52:10.121","2011/10/17 17:52:10.121","5000","2011/10/16 18:59:41.145","11181"
"177329","O_SENT","2011/10/17 17:52:10.154","2011/10/17 17:52:10.154","5000","2011/10/16 18:59:41.145","11181"
"177329","O_SENT_BACK","2011/11/14 12:19:27.105","2011/11/14 12:19:27.105","5000","2011/10/16 18:59:41.145","11259"
"177329","O_ACCEPTED","2011/11/15 13:56:24.277","2011/11/15 13:56:24.277","5000","2011/10/16 18:59:41.145","10629"
"177332","O_SELECTED","2011/10/17 10:53:05.640","2011/10/17 10:53:05.640","25000","2011/10/16 19:02:20.018","10982"
"177332","O_CREATED","2011/10/17 10:53:06.746","2011/10/17 10:53:06.746","25000","2011/10/16 19:02:20.018","10982"
"177332","O_SENT","2011/10/17 10:53:07.569","2011/10/17 10:53:07.569","25000","2011/10/16 19:02:20.018","10982"
"177332","O_CANCELLED","2011/10/25 18:38:55.025","2011/10/25 18:38:55.025","25000","2011/10/16 19:02:20.018","11189"
"177335","O_SELECTED","2011/10/18 14:17:33.489","2011/10/18 14:17:33.489","1000","2011/10/16 19:13:33.274","11179"
"177335","O_CREATED","2011/10/18 14:17:34.931","2011/10/18 14:17:34.931","1000","2011/10/16 19:13:33.274","11179"
"177335","O_SENT","2011/10/18 14:17:35.055","2011/10/18 14:17:35.055","1000","2011/10/16 19:13:33.274","11179"
"177335","O_CANCELLED","2011/11/02 20:10:45.806","2011/11/02 20:10:45.806","1000","2011/10/16 19:13:33.274","11203"
"177353","O_SELECTED","2011/10/17 11:10:09.900","2011/10/17 11:10:09.900","6000","2011/10/16 20:56:49.043","11120"
"177353","O_CREATED","2011/10/17 11:10:11.192","2011/10/17 11:10:11.192","6000","2011/10/16 20:56:49.043","11120"
"177353","O_SENT","2011/10/17 11:10:11.219","2011/10/17 11:10:11.219","6000","2011/10/16 20:56:49.043","11120"
"177353","O_SENT_BACK","2011/10/20 09:08:41.029","2011/10/20 09:08:41.029","6000","2011/10/16 20:56:49.043","11029"
"177353","O_ACCEPTED","2011/10/25 16:22:27.381","2011/10/25 16:22:27.381","6000","2011/10/16 20:56:49.043","10609"
"177365","O_SELECTED","2011/10/17 20:11:27.566","2011/10/17 20:11:27.566","2500","2011/10/16 21:46:25.140","10889"
"177365","O_CREATED","2011/10/17 20:11:28.813","2011/10/17 20:11:28.813","2500","2011/10/16 21:46:25.140","10889"
"177365","O_SENT","2011/10/17 20:11:28.841","2011/10/17 20:11:28.841","2500","2011/10/16 21:46:25.140","10889"
"177365","O_CANCELLED","2011/11/17 09:15:34.442","2011/11/17 09:15:34.442","2500","2011/10/16 21:46:25.140","112"
"177368","O_SELECTED","2011/10/17 10:17:06.351","2011/10/17 10:17:06.351","8000","2011/10/16 21:59:11.378","11120"
"177368","O_CREATED","2011/10/17 10:17:07.395","2011/10/17 10:17:07.395","8000","2011/10/16 21:59:11.378","11120"
"177368","O_SENT","2011/10/17 10:17:07.444","2011/10/17 10:17:07.444","8000","2011/10/16 21:59:11.378","11120"
"177368","O_SENT_BACK","2011/11/03 12:13:40.073","2011/11/03 12:13:40.073","8000","2011/10/16 21:59:11.378","11049"
"177368","O_ACCEPTED","2011/11/04 18:58:51.510","2011/11/04 18:58:51.510","8000","2011/10/16 21:59:11.378","10138"
"177405","O_SELECTED","2011/10/17 09:24:56.744","2011/10/17 09:24:56.744","15000","2011/10/17 09:16:46.913","10880"
"177405","O_CREATED","2011/10/17 09:24:57.757","2011/10/17 09:24:57.757","15000","2011/10/17 09:16:46.913","10880"
"177405","O_SENT","2011/10/17 09:24:57.788","2011/10/17 09:24:57.788","15000","2011/10/17 09:16:46.913","10880"
"177405","O_CANCELLED","2011/11/14 18:39:58.272","2011/11/14 18:39:58.272","15000","2011/10/17 09:16:46.913","10913"
"177423","O_SELECTED","2011/10/17 18:54:07.285","2011/10/17 18:54:07.285","20000","2011/10/17 10:29:27.373","11180"
"177423","O_CREATED","2011/10/17 18:54:08.424","2011/10/17 18:54:08.424","20000","2011/10/17 10:29:27.373","11180"
"177423","O_SENT","2011/10/17 18:54:08.466","2011/10/17 18:54:08.466","20000","2011/10/17 10:29:27.373","11180"
"177423","O_CANCELLED","2011/10/17 18:55:48.120","2011/10/17 18:55:48.120","20000","2011/10/17 10:29:27.373","11180"
"177423","O_SELECTED","2011/10/17 18:55:48.120","2011/10/17 18:55:48.120","20000","2011/10/17 10:29:27.373","11180"
"177423","O_CREATED","2011/10/17 18:55:49.205","2011/10/17 18:55:49.205","20000","2011/10/17 10:29:27.373","11180"
"177423","O_SENT","2011/10/17 18:55:49.237","2011/10/17 18:55:49.237","20000","2011/10/17 10:29:27.373","11180"
"177423","O_CANCELLED","2011/10/25 10:39:40.124","2011/10/25 10:39:40.124","20000","2011/10/17 10:29:27.373","11120"
"177426","O_SELECTED","2011/10/17 16:28:50.700","2011/10/17 16:28:50.700","5000","2011/10/17 10:39:13.744","11201"
"177426","O_CREATED","2011/10/17 16:29:38.918","2011/10/17 16:29:38.918","5000","2011/10/17 10:39:13.744","11201"
"177426","O_SENT","2011/10/17 16:29:38.944","2011/10/17 16:29:38.944","5000","2011/10/17 10:39:13.744","11201"
"177426","O_SENT_BACK","2011/10/24 11:22:50.444","2011/10/24 11:22:50.444","5000","2011/10/17 10:39:13.744","11049"
"177426","O_ACCEPTED","2011/10/31 10:29:16.159","2011/10/31 10:29:16.159","5000","2011/10/17 10:39:13.744","10972"
"177432","O_SELECTED","2011/10/17 12:39:14.730","2011/10/17 12:39:14.730","7900","2011/10/17 11:06:52.316","10881"
"177432","O_CREATED","2011/10/17 12:39:15.883","2011/10/17 12:39:15.883","7900","2011/10/17 11:06:52.316","10881"
"177432","O_SENT","2011/10/17 12:39:15.986","2011/10/17 12:39:15.986","7900","2011/10/17 11:06:52.316","10881"
"177432","O_CANCELLED","2011/10/17 12:40:56.526","2011/10/17 12:40:56.526","7900","2011/10/17 11:06:52.316","10881"
"177432","O_SELECTED","2011/10/17 12:40:56.526","2011/10/17 12:40:56.526","7900","2011/10/17 11:06:52.316","10881"
"177432","O_CREATED","2011/10/17 12:40:57.621","2011/10/17 12:40:57.621","7900","2011/10/17 11:06:52.316","10881"
"177432","O_SENT","2011/10/17 12:40:57.657","2011/10/17 12:40:57.657","7900","2011/10/17 11:06:52.316","10881"
"177432","O_CANCELLED","2011/10/17 12:42:05.440","2011/10/17 12:42:05.440","7900","2011/10/17 11:06:52.316","10881"
"177432","O_SELECTED","2011/10/17 12:42:05.440","2011/10/17 12:42:05.440","7900","2011/10/17 11:06:52.316","10881"
"177432","O_CREATED","2011/10/17 12:42:06.609","2011/10/17 12:42:06.609","7900","2011/10/17 11:06:52.316","10881"
"177432","O_SENT","2011/10/17 12:42:06.639","2011/10/17 12:42:06.639","7900","2011/10/17 11:06:52.316","10881"
"177432","O_CANCELLED","2011/10/25 09:43:26.647","2011/10/25 09:43:26.647","7900","2011/10/17 11:06:52.316","11120"
"177456","O_SELECTED","2011/10/17 19:03:15.099","2011/10/17 19:03:15.099","20000","2011/10/17 11:35:26.318","10861"
"177456","O_CREATED","2011/10/17 19:03:16.274","2011/10/17 19:03:16.274","20000","2011/10/17 11:35:26.318","10861"
"177456","O_SENT","2011/10/17 19:03:16.307","2011/10/17 19:03:16.307","20000","2011/10/17 11:35:26.318","10861"
"177456","O_CANCELLED","2011/10/31 16:34:59.953","2011/10/31 16:34:59.953","20000","2011/10/17 11:35:26.318","11180"
"177459","O_SELECTED","2011/10/18 12:08:41.621","2011/10/18 12:08:41.621","9900","2011/10/17 11:41:04.630","11200"
"177459","O_CREATED","2011/10/18 12:09:30.277","2011/10/18 12:09:30.277","9900","2011/10/17 11:41:04.630","11200"
"177459","O_SENT","2011/10/18 12:09:30.350","2011/10/18 12:09:30.350","9900","2011/10/17 11:41:04.630","11200"
"177459","O_SENT_BACK","2011/10/31 11:14:46.173","2011/10/31 11:14:46.173","9900","2011/10/17 11:41:04.630","11049"
"177459","O_DECLINED","2011/11/03 10:26:34.299","2011/11/03 10:26:34.299","9900","2011/10/17 11:41:04.630","10609"
"177465","O_SELECTED","2011/10/17 12:13:47.191","2011/10/17 12:13:47.191","36500","2011/10/17 11:51:58.694","10881"
"177465","O_CREATED","2011/10/17 12:13:48.388","2011/10/17 12:13:48.388","36500","2011/10/17 11:51:58.694","10881"
"177465","O_SENT","2011/10/17 12:13:48.430","2011/10/17 12:13:48.430","36500","2011/10/17 11:51:58.694","10881"
"177465","O_SELECTED","2011/10/29 13:17:33.721","2011/10/29 13:17:33.721","36500","2011/10/17 11:51:58.694","11200"
"177465","O_CANCELLED","2011/10/29 13:17:33.721","2011/10/29 13:17:33.721","36500","2011/10/17 11:51:58.694","11200"
"177465","O_CREATED","2011/10/29 13:17:34.744","2011/10/29 13:17:34.744","36500","2011/10/17 11:51:58.694","11200"
"177465","O_SENT","2011/10/29 13:17:34.776","2011/10/29 13:17:34.776","36500","2011/10/17 11:51:58.694","11200"
"177465","O_SELECTED","2011/11/05 14:42:44.897","2011/11/05 14:42:44.897","36500","2011/10/17 11:51:58.694","11002"
"177465","O_CANCELLED","2011/11/05 14:42:44.897","2011/11/05 14:42:44.897","36500","2011/10/17 11:51:58.694","11002"
"177465","O_CREATED","2011/11/05 14:42:46.368","2011/11/05 14:42:46.368","36500","2011/10/17 11:51:58.694","11002"
"177465","O_SENT","2011/11/05 14:42:46.404","2011/11/05 14:42:46.404","36500","2011/10/17 11:51:58.694","11002"
"177465","O_SENT_BACK","2011/11/17 09:56:52.469","2011/11/17 09:56:52.469","36500","2011/10/17 11:51:58.694","11029"
"177465","O_ACCEPTED","2011/11/25 12:38:40.458","2011/11/25 12:38:40.458","36500","2011/10/17 11:51:58.694","10629"
"177471","O_SELECTED","2011/10/17 12:25:10.103","2011/10/17 12:25:10.103","17000","2011/10/17 12:09:12.777","10982"
"177471","O_CREATED","2011/10/17 12:25:11.159","2011/10/17 12:25:11.159","17000","2011/10/17 12:09:12.777","10982"
"177471","O_SENT","2011/10/17 12:25:11.184","2011/10/17 12:25:11.184","17000","2011/10/17 12:09:12.777","10982"
"177471","O_CANCELLED","2011/10/17 12:26:20.555","2011/10/17 12:26:20.555","17000","2011/10/17 12:09:12.777","10982"
"177471","O_SELECTED","2011/10/17 12:26:20.555","2011/10/17 12:26:20.555","17000","2011/10/17 12:09:12.777","10982"
"177471","O_CREATED","2011/10/17 12:26:21.409","2011/10/17 12:26:21.409","17000","2011/10/17 12:09:12.777","10982"
"177471","O_SENT","2011/10/17 12:26:21.452","2011/10/17 12:26:21.452","17000","2011/10/17 12:09:12.777","10982"
"177471","O_SENT_BACK","2011/10/24 10:29:22.553","2011/10/24 10:29:22.553","17000","2011/10/17 12:09:12.777","11029"
"177471","O_CANCELLED","2011/10/28 20:17:35.670","2011/10/28 20:17:35.670","17000","2011/10/17 12:09:12.777","11122"
"177480","O_SELECTED","2011/10/17 15:17:39.478","2011/10/17 15:17:39.478","35000","2011/10/17 12:43:30.714","11180"
"177480","O_CREATED","2011/10/17 15:17:40.369","2011/10/17 15:17:40.369","35000","2011/10/17 12:43:30.714","11180"
"177480","O_SENT","2011/10/17 15:17:40.398","2011/10/17 15:17:40.398","35000","2011/10/17 12:43:30.714","11180"
"177480","O_CANCELLED","2011/10/25 14:20:56.372","2011/10/25 14:20:56.372","35000","2011/10/17 12:43:30.714","10881"
"177483","O_SELECTED","2011/10/17 17:05:55.079","2011/10/17 17:05:55.079","30000","2011/10/17 13:08:24.299","11120"
"177483","O_CREATED","2011/10/17 17:05:56.365","2011/10/17 17:05:56.365","30000","2011/10/17 13:08:24.299","11120"
"177483","O_SENT","2011/10/17 17:05:56.390","2011/10/17 17:05:56.390","30000","2011/10/17 13:08:24.299","11120"
"177483","O_SENT_BACK","2011/10/27 11:14:25.355","2011/10/27 11:14:25.355","30000","2011/10/17 13:08:24.299","11049"
"177483","O_DECLINED","2011/10/31 16:00:49.425","2011/10/31 16:00:49.425","30000","2011/10/17 13:08:24.299","10138"
"177501","O_SELECTED","2011/10/17 16:38:39.700","2011/10/17 16:38:39.700","4000","2011/10/17 14:25:59.001","11120"
"177501","O_CREATED","2011/10/17 16:38:40.574","2011/10/17 16:38:40.574","4000","2011/10/17 14:25:59.001","11120"
"177501","O_SENT","2011/10/17 16:38:40.618","2011/10/17 16:38:40.618","4000","2011/10/17 14:25:59.001","11120"
"177501","O_CANCELLED","2011/11/02 20:51:15.601","2011/11/02 20:51:15.601","4000","2011/10/17 14:25:59.001","11203"
"177504","O_SELECTED","2011/10/17 19:27:48.616","2011/10/17 19:27:48.616","46000","2011/10/17 14:30:43.683","10913"
"177504","O_CREATED","2011/10/17 19:27:49.711","2011/10/17 19:27:49.711","46000","2011/10/17 14:30:43.683","10913"
"177504","O_SENT","2011/10/17 19:27:49.738","2011/10/17 19:27:49.738","46000","2011/10/17 14:30:43.683","10913"
"177504","O_SENT_BACK","2011/10/24 09:47:47.191","2011/10/24 09:47:47.191","46000","2011/10/17 14:30:43.683","11029"
"177504","O_DECLINED","2011/11/04 13:16:08.774","2011/11/04 13:16:08.774","46000","2011/10/17 14:30:43.683","10972"
"177510","O_SELECTED","2011/10/17 18:06:48.778","2011/10/17 18:06:48.778","25000","2011/10/17 14:36:58.116","10861"
"177510","O_CREATED","2011/10/17 18:06:49.794","2011/10/17 18:06:49.794","25000","2011/10/17 14:36:58.116","10861"
"177510","O_SENT","2011/10/17 18:06:49.819","2011/10/17 18:06:49.819","25000","2011/10/17 14:36:58.116","10861"
"177510","O_CANCELLED","2011/10/25 10:24:33.801","2011/10/25 10:24:33.801","25000","2011/10/17 14:36:58.116","11120"
"177516","O_SELECTED","2011/10/19 10:19:11.184","2011/10/19 10:19:11.184","25000","2011/10/17 14:41:02.742","11180"
"177516","O_CREATED","2011/10/19 10:19:12.639","2011/10/19 10:19:12.639","25000","2011/10/17 14:41:02.742","11180"
"177516","O_SENT","2011/10/19 10:19:12.671","2011/10/19 10:19:12.671","25000","2011/10/17 14:41:02.742","11180"
"177516","O_CANCELLED","2011/11/11 11:04:15.288","2011/11/11 11:04:15.288","25000","2011/10/17 14:41:02.742","11121"
"177516","O_SELECTED","2011/11/11 11:04:15.289","2011/11/11 11:04:15.289","25000","2011/10/17 14:41:02.742","11121"
"177516","O_CREATED","2011/11/11 11:04:16.153","2011/11/11 11:04:16.153","25000","2011/10/17 14:41:02.742","11121"
"177516","O_SENT","2011/11/11 11:04:16.178","2011/11/11 11:04:16.178","25000","2011/10/17 14:41:02.742","11121"
"177516","O_CANCELLED","2011/11/11 11:07:01.083","2011/11/11 11:07:01.083","25000","2011/10/17 14:41:02.742","11121"
"177516","O_SELECTED","2011/11/11 11:07:01.083","2011/11/11 11:07:01.083","25000","2011/10/17 14:41:02.742","11121"
"177516","O_CREATED","2011/11/11 11:07:01.908","2011/11/11 11:07:01.908","25000","2011/10/17 14:41:02.742","11121"
"177516","O_SENT","2011/11/11 11:07:01.941","2011/11/11 11:07:01.941","25000","2011/10/17 14:41:02.742","11121"
"177516","O_CANCELLED","2011/12/08 19:35:57.844","2011/12/08 19:35:57.844","25000","2011/10/17 14:41:02.742","11180"
"177516","O_SELECTED","2011/12/08 19:35:57.844","2011/12/08 19:35:57.844","25000","2011/10/17 14:41:02.742","11180"
"177516","O_CREATED","2011/12/08 19:35:59.341","2011/12/08 19:35:59.341","25000","2011/10/17 14:41:02.742","11180"
"177516","O_SENT","2011/12/08 19:35:59.404","2011/12/08 19:35:59.404","25000","2011/10/17 14:41:02.742","11180"
"177516","O_CANCELLED","2012/01/08 09:15:29.986","2012/01/08 09:15:29.986","25000","2011/10/17 14:41:02.742","112"
"177519","O_SELECTED","2011/10/17 15:01:29.127","2011/10/17 15:01:29.127","7140","2011/10/17 14:42:07.195","11201"
"177519","O_CREATED","2011/10/17 15:01:30.518","2011/10/17 15:01:30.518","7140","2011/10/17 14:42:07.195","11201"
"177519","O_SENT","2011/10/17 15:01:30.559","2011/10/17 15:01:30.559","7140","2011/10/17 14:42:07.195","11201"
"177519","O_SENT_BACK","2011/10/20 08:03:43.923","2011/10/20 08:03:43.923","7140","2011/10/17 14:42:07.195","11029"
