"case","event","startTime","completeTime","creator","variant","variant-index","org:resource","org:group","Resource","Activity"
"1-528251011","Accepted-In Progress","2011/09/12 13:25:53.000","2011/09/12 13:25:53.000","Fluxicon Disco","Variant 9","9","Lennart-Org line V2","Org line V2","Lennart","Accepted-In Progress"
"1-528251011","Accepted-Wait","2012/01/04 15:54:14.000","2012/01/04 15:54:14.000","Fluxicon Disco","Variant 9","9","Lennart-Org line V2","Org line V2","Lennart","Accepted-Wait"
"1-528251011","Completed-Closed","2012/04/13 13:45:24.000","2012/04/13 13:45:24.000","Fluxicon Disco","Variant 9","9","Lennart-Org line V2","Org line V2","Lennart","Completed-Closed"
"1-528332261","Accepted-In Progress","2011/05/24 15:00:25.000","2011/05/24 15:00:25.000","Fluxicon Disco","Variant 32","32","Linda-Org line A2","Org line A2","Linda","Accepted-In Progress"
"1-528332261","Accepted-Assigned","2011/10/17 16:45:12.000","2011/10/17 16:45:12.000","Fluxicon Disco","Variant 32","32","Linda-Org line A2","Org line A2","Linda","Accepted-Assigned"
"1-528332261","Accepted-Assigned","2011/11/29 07:22:55.000","2011/11/29 07:22:55.000","Fluxicon Disco","Variant 32","32","Linda-Org line A2","Org line A2","Linda","Accepted-Assigned"
"1-528332261","Accepted-In Progress","2012/02/08 14:49:13.000","2012/02/08 14:49:13.000","Fluxicon Disco","Variant 32","32","Linda-Org line A2","Org line A2","Linda","Accepted-In Progress"
"1-528332261","Completed-Closed","2012/02/08 14:49:31.000","2012/02/08 14:49:31.000","Fluxicon Disco","Variant 32","32","Linda-Org line A2","Org line A2","Linda","Completed-Closed"
"1-528716762","Accepted-In Progress","2011/05/25 16:21:09.000","2011/05/25 16:21:09.000","Fluxicon Disco","Variant 7","7","Carin-Org line A2","Org line A2","Carin","Accepted-In Progress"
"1-528716762","Accepted-Wait","2011/05/25 16:25:44.000","2011/05/25 16:25:44.000","Fluxicon Disco","Variant 7","7","Carin-Org line A2","Org line A2","Carin","Accepted-Wait"
"1-528716762","Accepted-In Progress","2012/01/03 13:58:05.000","2012/01/03 13:58:05.000","Fluxicon Disco","Variant 7","7","Carin-Org line A2","Org line A2","Carin","Accepted-In Progress"
"1-528716762","Completed-Closed","2012/01/03 13:58:52.000","2012/01/03 13:58:52.000","Fluxicon Disco","Variant 7","7","Carin-Org line A2","Org line A2","Carin","Completed-Closed"
"1-528755863","Accepted-In Progress","2011/05/25 17:45:52.000","2011/05/25 17:45:52.000","Fluxicon Disco","Variant 4","4","Håkan-Org line A2","Org line A2","Håkan","Accepted-In Progress"
"1-528755863","Accepted-In Progress","2012/04/04 16:58:42.000","2012/04/04 16:58:42.000","Fluxicon Disco","Variant 4","4","Håkan-Org line A2","Org line A2","Håkan","Accepted-In Progress"
"1-528755863","Completed-Closed","2012/04/04 17:00:12.000","2012/04/04 17:00:12.000","Fluxicon Disco","Variant 4","4","Håkan-Org line A2","Org line A2","Håkan","Completed-Closed"
"1-529091253","Accepted-In Progress","2011/05/26 17:01:58.000","2011/05/26 17:01:58.000","Fluxicon Disco","Variant 4","4","Håkan-Org line A2","Org line A2","Håkan","Accepted-In Progress"
"1-529091253","Accepted-In Progress","2012/04/04 17:04:24.000","2012/04/04 17:04:24.000","Fluxicon Disco","Variant 4","4","Håkan-Org line A2","Org line A2","Håkan","Accepted-In Progress"
"1-529091253","Completed-Closed","2012/04/04 17:05:26.000","2012/04/04 17:05:26.000","Fluxicon Disco","Variant 4","4","Håkan-Org line A2","Org line A2","Håkan","Completed-Closed"
"1-529091311","Accepted-In Progress","2011/05/26 17:05:47.000","2011/05/26 17:05:47.000","Fluxicon Disco","Variant 4","4","Håkan-Org line A2","Org line A2","Håkan","Accepted-In Progress"
"1-529091311","Accepted-In Progress","2012/04/04 17:06:03.000","2012/04/04 17:06:03.000","Fluxicon Disco","Variant 4","4","Håkan-Org line A2","Org line A2","Håkan","Accepted-In Progress"
"1-529091311","Completed-Closed","2012/04/04 17:06:48.000","2012/04/04 17:06:48.000","Fluxicon Disco","Variant 4","4","Håkan-Org line A2","Org line A2","Håkan","Completed-Closed"
"1-529471141","Accepted-Wait","2011/05/27 18:13:49.000","2011/05/27 18:13:49.000","Fluxicon Disco","Variant 163","163","Martin-Org line C","Org line C","Martin","Accepted-Wait"
"1-529471141","Queued-Awaiting Assignment","2011/05/27 18:24:20.000","2011/05/27 18:24:20.000","Fluxicon Disco","Variant 163","163","Martin-Org line C","Org line C","Martin","Queued-Awaiting Assignment"
"1-529471141","Accepted-In Progress","2012/04/04 15:42:22.000","2012/04/04 15:42:22.000","Fluxicon Disco","Variant 163","163","Martin-Org line C","Org line C","Martin","Accepted-In Progress"
"1-529471141","Accepted-In Progress","2012/04/04 16:36:34.000","2012/04/04 16:36:34.000","Fluxicon Disco","Variant 163","163","Jason-Org line C","Org line C","Jason","Accepted-In Progress"
"1-529471141","Completed-Closed","2012/04/04 16:50:44.000","2012/04/04 16:50:44.000","Fluxicon Disco","Variant 163","163","Jason-Org line C","Org line C","Jason","Completed-Closed"
"1-530147896","Accepted-In Progress","2011/05/31 13:20:07.000","2011/05/31 13:20:07.000","Fluxicon Disco","Variant 164","164","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-530147896","Queued-Awaiting Assignment","2011/05/31 13:22:02.000","2011/05/31 13:22:02.000","Fluxicon Disco","Variant 164","164","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-530147896","Accepted-In Progress","2011/05/31 20:58:34.000","2011/05/31 20:58:34.000","Fluxicon Disco","Variant 164","164","Padmanabha-Org line G3","Org line G3","Padmanabha","Accepted-In Progress"
"1-530147896","Accepted-Assigned","2011/05/31 20:58:40.000","2011/05/31 20:58:40.000","Fluxicon Disco","Variant 164","164","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-530147896","Queued-Awaiting Assignment","2011/06/23 23:20:06.000","2011/06/23 23:20:06.000","Fluxicon Disco","Variant 164","164","Hannes-Org line A2","Org line A2","Hannes","Queued-Awaiting Assignment"
"1-530147896","Accepted-Assigned","2011/06/23 23:22:26.000","2011/06/23 23:22:26.000","Fluxicon Disco","Variant 164","164","Y-Org line A2","Org line A2","Y","Accepted-Assigned"
"1-530147896","Queued-Awaiting Assignment","2011/06/28 11:29:03.000","2011/06/28 11:29:03.000","Fluxicon Disco","Variant 164","164","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-530147896","Accepted-In Progress","2011/06/29 04:21:19.000","2011/06/29 04:21:19.000","Fluxicon Disco","Variant 164","164","Santhosh-Org line G3","Org line G3","Santhosh","Accepted-In Progress"
"1-530147896","Accepted-Assigned","2011/06/29 04:21:39.000","2011/06/29 04:21:39.000","Fluxicon Disco","Variant 164","164","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-530147896","Accepted-In Progress","2012/02/02 21:51:10.000","2012/02/02 21:51:10.000","Fluxicon Disco","Variant 164","164","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-530147896","Completed-Closed","2012/02/02 21:52:46.000","2012/02/02 21:52:46.000","Fluxicon Disco","Variant 164","164","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-530539767","Accepted-In Progress","2011/06/01 16:02:03.000","2011/06/01 16:02:03.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-530539767","Queued-Awaiting Assignment","2011/06/01 16:07:09.000","2011/06/01 16:07:09.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-530539767","Accepted-In Progress","2011/06/01 20:53:21.000","2011/06/01 20:53:21.000","Fluxicon Disco","Variant 2","2","Santhosh-Org line G3","Org line G3","Santhosh","Accepted-In Progress"
"1-530539767","Accepted-Assigned","2011/06/01 20:55:06.000","2011/06/01 20:55:06.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-530539767","Accepted-In Progress","2012/02/06 22:11:51.000","2012/02/06 22:11:51.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-530539767","Completed-Closed","2012/02/06 22:13:04.000","2012/02/06 22:13:04.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-530568802","Accepted-In Progress","2011/06/01 15:38:53.000","2011/06/01 15:38:53.000","Fluxicon Disco","Variant 165","165","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-530568802","Queued-Awaiting Assignment","2011/06/01 15:41:27.000","2011/06/01 15:41:27.000","Fluxicon Disco","Variant 165","165","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-530568802","Accepted-In Progress","2011/06/01 20:50:10.000","2011/06/01 20:50:10.000","Fluxicon Disco","Variant 165","165","Santhosh-Org line G3","Org line G3","Santhosh","Accepted-In Progress"
"1-530568802","Accepted-Assigned","2011/06/01 20:52:31.000","2011/06/01 20:52:31.000","Fluxicon Disco","Variant 165","165","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-530568802","Accepted-In Progress","2011/06/23 23:12:29.000","2011/06/23 23:12:29.000","Fluxicon Disco","Variant 165","165","Padmanabha-Org line G3","Org line G3","Padmanabha","Accepted-In Progress"
"1-530568802","Queued-Awaiting Assignment","2011/06/23 23:14:18.000","2011/06/23 23:14:18.000","Fluxicon Disco","Variant 165","165","Hannes-Org line A2","Org line A2","Hannes","Queued-Awaiting Assignment"
"1-530568802","Accepted-Assigned","2011/06/23 23:22:36.000","2011/06/23 23:22:36.000","Fluxicon Disco","Variant 165","165","Y-Org line A2","Org line A2","Y","Accepted-Assigned"
"1-530568802","Accepted-In Progress","2011/07/06 11:19:56.000","2011/07/06 11:19:56.000","Fluxicon Disco","Variant 165","165","Y-Org line A2","Org line A2","Y","Accepted-In Progress"
"1-530568802","Queued-Awaiting Assignment","2011/07/06 11:33:06.000","2011/07/06 11:33:06.000","Fluxicon Disco","Variant 165","165","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-530568802","Accepted-In Progress","2011/07/06 22:29:51.000","2011/07/06 22:29:51.000","Fluxicon Disco","Variant 165","165","Padmanabha-Org line G3","Org line G3","Padmanabha","Accepted-In Progress"
"1-530568802","Accepted-Assigned","2011/07/06 22:29:59.000","2011/07/06 22:29:59.000","Fluxicon Disco","Variant 165","165","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-530568802","Accepted-In Progress","2012/01/30 21:23:29.000","2012/01/30 21:23:29.000","Fluxicon Disco","Variant 165","165","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-530568802","Completed-Closed","2012/01/30 21:46:35.000","2012/01/30 21:46:35.000","Fluxicon Disco","Variant 165","165","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-531435394","Accepted-In Progress","2011/06/06 18:12:34.000","2011/06/06 18:12:34.000","Fluxicon Disco","Variant 3","3","Paul-Org line A2","Org line A2","Paul","Accepted-In Progress"
"1-531435394","Accepted-Wait","2011/06/06 18:26:36.000","2011/06/06 18:26:36.000","Fluxicon Disco","Variant 3","3","Paul-Org line A2","Org line A2","Paul","Accepted-Wait"
"1-531435394","Completed-Closed","2012/02/15 12:50:50.000","2012/02/15 12:50:50.000","Fluxicon Disco","Variant 3","3","Paul-Org line A2","Org line A2","Paul","Completed-Closed"
"1-531872604","Accepted-In Progress","2011/06/07 23:21:06.000","2011/06/07 23:21:06.000","Fluxicon Disco","Variant 166","166","Jonas-Org line C","Org line C","Jonas","Accepted-In Progress"
"1-531872604","Accepted-Wait","2011/06/08 13:12:31.000","2011/06/08 13:12:31.000","Fluxicon Disco","Variant 166","166","Jonas-Org line C","Org line C","Jonas","Accepted-Wait"
"1-531872604","Queued-Awaiting Assignment","2011/06/30 10:19:59.000","2011/06/30 10:19:59.000","Fluxicon Disco","Variant 166","166","Jonas-Org line C","Org line C","Jonas","Queued-Awaiting Assignment"
"1-531872604","Accepted-In Progress","2011/11/21 11:58:02.000","2011/11/21 11:58:02.000","Fluxicon Disco","Variant 166","166","Karthick-Org line C","Org line C","Karthick","Accepted-In Progress"
"1-531872604","Accepted-In Progress","2011/11/21 11:58:40.000","2011/11/21 11:58:40.000","Fluxicon Disco","Variant 166","166","Pradeesh-Org line C","Org line C","Pradeesh","Accepted-In Progress"
"1-531872604","Accepted-Assigned","2011/11/21 15:00:09.000","2011/11/21 15:00:09.000","Fluxicon Disco","Variant 166","166","Karthick-Org line C","Org line C","Karthick","Accepted-Assigned"
"1-531872604","Accepted-Assigned","2012/01/04 12:27:59.000","2012/01/04 12:27:59.000","Fluxicon Disco","Variant 166","166","Karthick-Org line C","Org line C","Karthick","Accepted-Assigned"
"1-531872604","Accepted-In Progress","2012/01/04 12:28:00.000","2012/01/04 12:28:00.000","Fluxicon Disco","Variant 166","166","Karthick-Org line C","Org line C","Karthick","Accepted-In Progress"
"1-531872604","Completed-Closed","2012/01/06 15:35:57.000","2012/01/06 15:35:57.000","Fluxicon Disco","Variant 166","166","Karthick-Org line C","Org line C","Karthick","Completed-Closed"
"1-532038065","Accepted-In Progress","2011/06/08 11:44:43.000","2011/06/08 11:44:43.000","Fluxicon Disco","Variant 7","7","Ioannis-Org line V2","Org line V2","Ioannis","Accepted-In Progress"
"1-532038065","Accepted-Wait","2011/06/08 11:46:39.000","2011/06/08 11:46:39.000","Fluxicon Disco","Variant 7","7","Ioannis-Org line V2","Org line V2","Ioannis","Accepted-Wait"
"1-532038065","Accepted-In Progress","2012/01/11 14:23:37.000","2012/01/11 14:23:37.000","Fluxicon Disco","Variant 7","7","Ioannis-Org line V2","Org line V2","Ioannis","Accepted-In Progress"
"1-532038065","Completed-Closed","2012/02/02 23:21:34.000","2012/02/02 23:21:34.000","Fluxicon Disco","Variant 7","7","Ioannis-Org line V2","Org line V2","Ioannis","Completed-Closed"
"1-532084405","Accepted-In Progress","2011/06/08 14:27:25.000","2011/06/08 14:27:25.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-532084405","Queued-Awaiting Assignment","2011/06/08 14:33:07.000","2011/06/08 14:33:07.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-532084405","Accepted-In Progress","2011/06/09 13:12:36.000","2011/06/09 13:12:36.000","Fluxicon Disco","Variant 2","2","Santhosh-Org line G3","Org line G3","Santhosh","Accepted-In Progress"
"1-532084405","Accepted-Assigned","2011/06/09 13:15:38.000","2011/06/09 13:15:38.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-532084405","Accepted-In Progress","2012/02/06 21:16:22.000","2012/02/06 21:16:22.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-532084405","Completed-Closed","2012/02/06 21:17:44.000","2012/02/06 21:17:44.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-532544114","Accepted-In Progress","2011/06/09 17:34:52.000","2011/06/09 17:34:52.000","Fluxicon Disco","Variant 4","4","Andrew-Org line A2","Org line A2","Andrew","Accepted-In Progress"
"1-532544114","Accepted-In Progress","2012/02/15 11:15:58.000","2012/02/15 11:15:58.000","Fluxicon Disco","Variant 4","4","Andrew-Org line A2","Org line A2","Andrew","Accepted-In Progress"
"1-532544114","Completed-Closed","2012/02/15 11:16:22.000","2012/02/15 11:16:22.000","Fluxicon Disco","Variant 4","4","Andrew-Org line A2","Org line A2","Andrew","Completed-Closed"
"1-532816930","Accepted-In Progress","2011/06/10 17:33:05.000","2011/06/10 17:33:05.000","Fluxicon Disco","Variant 4","4","Eric-Org line G4","Org line G4","Eric","Accepted-In Progress"
"1-532816930","Accepted-In Progress","2011/06/10 17:34:10.000","2011/06/10 17:34:10.000","Fluxicon Disco","Variant 4","4","Eric-Org line G4","Org line G4","Eric","Accepted-In Progress"
"1-532816930","Completed-Closed","2012/01/09 10:29:29.000","2012/01/09 10:29:29.000","Fluxicon Disco","Variant 4","4","Eric-Org line G4","Org line G4","Eric","Completed-Closed"
"1-533449912","Accepted-In Progress","2011/06/14 09:56:53.000","2011/06/14 09:56:53.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-533449912","Queued-Awaiting Assignment","2011/06/14 10:03:42.000","2011/06/14 10:03:42.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-533449912","Accepted-In Progress","2011/06/16 12:08:13.000","2011/06/16 12:08:13.000","Fluxicon Disco","Variant 2","2","Santhosh-Org line G3","Org line G3","Santhosh","Accepted-In Progress"
"1-533449912","Accepted-Assigned","2011/06/16 12:09:31.000","2011/06/16 12:09:31.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-533449912","Accepted-In Progress","2012/01/30 13:08:15.000","2012/01/30 13:08:15.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-533449912","Completed-Closed","2012/01/30 13:08:58.000","2012/01/30 13:08:58.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-533851634","Accepted-In Progress","2011/06/15 13:13:35.000","2011/06/15 13:13:35.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-533851634","Queued-Awaiting Assignment","2011/06/15 13:16:38.000","2011/06/15 13:16:38.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-533851634","Accepted-In Progress","2011/06/15 13:23:33.000","2011/06/15 13:23:33.000","Fluxicon Disco","Variant 2","2","Santhosh-Org line G3","Org line G3","Santhosh","Accepted-In Progress"
"1-533851634","Accepted-Assigned","2011/06/15 13:25:44.000","2011/06/15 13:25:44.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-533851634","Accepted-In Progress","2012/02/02 22:28:50.000","2012/02/02 22:28:50.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-533851634","Completed-Closed","2012/02/02 22:31:56.000","2012/02/02 22:31:56.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-534020390","Accepted-In Progress","2011/06/16 00:36:16.000","2011/06/16 00:36:16.000","Fluxicon Disco","Variant 20","20","Jan-Org line C","Org line C","Jan","Accepted-In Progress"
"1-534020390","Accepted-In Progress","2011/06/16 00:37:03.000","2011/06/16 00:37:03.000","Fluxicon Disco","Variant 20","20","Jan-Org line C","Org line C","Jan","Accepted-In Progress"
"1-534020390","Accepted-Assigned","2011/06/16 00:41:53.000","2011/06/16 00:41:53.000","Fluxicon Disco","Variant 20","20","Jan-Org line C","Org line C","Jan","Accepted-Assigned"
"1-534020390","Accepted-In Progress","2012/02/10 15:46:53.000","2012/02/10 15:46:53.000","Fluxicon Disco","Variant 20","20","Jan-Org line C","Org line C","Jan","Accepted-In Progress"
"1-534020390","Completed-Closed","2012/02/10 15:48:43.000","2012/02/10 15:48:43.000","Fluxicon Disco","Variant 20","20","Jan-Org line C","Org line C","Jan","Completed-Closed"
"1-534493180","Accepted-In Progress","2011/06/17 09:24:42.000","2011/06/17 09:24:42.000","Fluxicon Disco","Variant 45","45","Ian-Org line A2","Org line A2","Ian","Accepted-In Progress"
"1-534493180","Accepted-Assigned","2011/06/17 09:25:34.000","2011/06/17 09:25:34.000","Fluxicon Disco","Variant 45","45","Ian-Org line A2","Org line A2","Ian","Accepted-Assigned"
"1-534493180","Accepted-Assigned","2011/08/16 15:28:48.000","2011/08/16 15:28:48.000","Fluxicon Disco","Variant 45","45","Paul-Org line A2","Org line A2","Paul","Accepted-Assigned"
"1-534493180","Accepted-Wait","2011/08/18 18:25:53.000","2011/08/18 18:25:53.000","Fluxicon Disco","Variant 45","45","Paul-Org line A2","Org line A2","Paul","Accepted-Wait"
"1-534493180","Completed-Closed","2012/02/15 12:52:00.000","2012/02/15 12:52:00.000","Fluxicon Disco","Variant 45","45","Paul-Org line A2","Org line A2","Paul","Completed-Closed"
"1-534702904","Accepted-In Progress","2011/06/17 17:36:51.000","2011/06/17 17:36:51.000","Fluxicon Disco","Variant 4","4","Peter-Org line C","Org line C","Peter","Accepted-In Progress"
"1-534702904","Accepted-In Progress","2011/09/16 11:01:52.000","2011/09/16 11:01:52.000","Fluxicon Disco","Variant 4","4","Peter-Org line C","Org line C","Peter","Accepted-In Progress"
"1-534702904","Completed-Closed","2012/02/16 15:35:00.000","2012/02/16 15:35:00.000","Fluxicon Disco","Variant 4","4","Peter-Org line C","Org line C","Peter","Completed-Closed"
"1-535052125","Accepted-In Progress","2011/06/20 12:01:18.000","2011/06/20 12:01:18.000","Fluxicon Disco","Variant 167","167","Daniel-Org line C","Org line C","Daniel","Accepted-In Progress"
"1-535052125","Accepted-Wait","2011/09/08 12:40:35.000","2011/09/08 12:40:35.000","Fluxicon Disco","Variant 167","167","Daniel-Org line C","Org line C","Daniel","Accepted-Wait"
"1-535052125","Accepted-In Progress","2011/09/13 10:53:29.000","2011/09/13 10:53:29.000","Fluxicon Disco","Variant 167","167","Daniel-Org line C","Org line C","Daniel","Accepted-In Progress"
"1-535052125","Queued-Awaiting Assignment","2011/09/13 11:18:48.000","2011/09/13 11:18:48.000","Fluxicon Disco","Variant 167","167","Siddharth-Org line A2","Org line A2","Siddharth","Queued-Awaiting Assignment"
"1-535052125","Accepted-In Progress","2011/09/14 09:15:06.000","2011/09/14 09:15:06.000","Fluxicon Disco","Variant 167","167","Surya-Org line A2","Org line A2","Surya","Accepted-In Progress"
"1-535052125","Queued-Awaiting Assignment","2011/09/14 09:16:17.000","2011/09/14 09:16:17.000","Fluxicon Disco","Variant 167","167","Per-Erik-Org line C","Org line C","Per-Erik","Queued-Awaiting Assignment"
"1-535052125","Accepted-In Progress","2011/09/14 11:34:19.000","2011/09/14 11:34:19.000","Fluxicon Disco","Variant 167","167","Devakumar-Org line C","Org line C","Devakumar","Accepted-In Progress"
"1-535052125","Queued-Awaiting Assignment","2011/09/14 12:48:48.000","2011/09/14 12:48:48.000","Fluxicon Disco","Variant 167","167","Peter-Org line C","Org line C","Peter","Queued-Awaiting Assignment"
"1-535052125","Accepted-In Progress","2011/09/14 15:34:38.000","2011/09/14 15:34:38.000","Fluxicon Disco","Variant 167","167","Daniel-Org line C","Org line C","Daniel","Accepted-In Progress"
"1-535052125","Queued-Awaiting Assignment","2011/09/14 15:40:59.000","2011/09/14 15:40:59.000","Fluxicon Disco","Variant 167","167","Per-Erik-Org line C","Org line C","Per-Erik","Queued-Awaiting Assignment"
"1-535052125","Accepted-In Progress","2011/09/14 15:42:24.000","2011/09/14 15:42:24.000","Fluxicon Disco","Variant 167","167","Daniel-Org line C","Org line C","Daniel","Accepted-In Progress"
"1-535052125","Accepted-Assigned","2011/09/14 16:16:19.000","2011/09/14 16:16:19.000","Fluxicon Disco","Variant 167","167","Claes-Org line C","Org line C","Claes","Accepted-Assigned"
"1-535052125","Accepted-In Progress","2012/01/17 13:13:47.000","2012/01/17 13:13:47.000","Fluxicon Disco","Variant 167","167","Daniel-Org line C","Org line C","Daniel","Accepted-In Progress"
"1-535052125","Completed-Closed","2012/01/17 13:15:49.000","2012/01/17 13:15:49.000","Fluxicon Disco","Variant 167","167","Daniel-Org line C","Org line C","Daniel","Completed-Closed"
"1-535233659","Accepted-In Progress","2011/06/20 19:30:19.000","2011/06/20 19:30:19.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-In Progress"
"1-535233659","Queued-Awaiting Assignment","2011/06/20 19:31:39.000","2011/06/20 19:31:39.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Queued-Awaiting Assignment"
"1-535233659","Accepted-In Progress","2011/06/21 08:33:31.000","2011/06/21 08:33:31.000","Fluxicon Disco","Variant 2","2","Santhosh-Org line G3","Org line G3","Santhosh","Accepted-In Progress"
"1-535233659","Accepted-Assigned","2011/06/21 08:38:54.000","2011/06/21 08:38:54.000","Fluxicon Disco","Variant 2","2","Carolyn-Org line G3","Org line G3","Carolyn","Accepted-Assigned"
"1-535233659","Accepted-In Progress","2012/01/30 13:09:17.000","2012/01/30 13:09:17.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Accepted-In Progress"
"1-535233659","Completed-Closed","2012/01/30 13:10:08.000","2012/01/30 13:10:08.000","Fluxicon Disco","Variant 2","2","Ewa-Org line G3","Org line G3","Ewa","Completed-Closed"
"1-535393553","Accepted-In Progress","2011/06/21 10:47:26.000","2011/06/21 10:47:26.000","Fluxicon Disco","Variant 1","1","Veronique-Org line A2","Org line A2","Veronique","Accepted-In Progress"
"1-535393553","Completed-Closed","2012/01/12 11:45:27.000","2012/01/12 11:45:27.000","Fluxicon Disco","Variant 1","1","Veronique-Org line A2","Org line A2","Veronique","Completed-Closed"
"1-535418135","Accepted-In Progress","2011/06/21 12:01:27.000","2011/06/21 12:01:27.000","Fluxicon Disco","Variant 27","27","Michal-Org line A2","Org line A2","Michal","Accepted-In Progress"
"1-535418135","Accepted-Wait","2011/07/28 14:22:47.000","2011/07/28 14:22:47.000","Fluxicon Disco","Variant 27","27","Michal-Org line A2","Org line A2","Michal","Accepted-Wait"
"1-535418135","Accepted-Wait","2011/07/28 14:24:26.000","2011/07/28 14:24:26.000","Fluxicon Disco","Variant 27","27","Michal-Org line A2","Org line A2","Michal","Accepted-Wait"
"1-535418135","Accepted-In Progress","2012/01/19 15:23:31.000","2012/01/19 15:23:31.000","Fluxicon Disco","Variant 27","27","Michal-Org line A2","Org line A2","Michal","Accepted-In Progress"
"1-535418135","Completed-Closed","2012/01/19 15:25:35.000","2012/01/19 15:25:35.000","Fluxicon Disco","Variant 27","27","Michal-Org line A2","Org line A2","Michal","Completed-Closed"
"1-535439201","Accepted-In Progress","2011/06/21 11:23:47.000","2011/06/21 11:23:47.000","Fluxicon Disco","Variant 3","3","Lars-Org line C","Org line C","Lars","Accepted-In Progress"
"1-535439201","Accepted-Wait","2011/06/21 11:44:50.000","2011/06/21 11:44:50.000","Fluxicon Disco","Variant 3","3","Lars-Org line C","Org line C","Lars","Accepted-Wait"
"1-535439201","Completed-Closed","2012/03/02 09:16:48.000","2012/03/02 09:16:48.000","Fluxicon Disco","Variant 3","3","Lars-Org line C","Org line C","Lars","Completed-Closed"
"1-535813109","Accepted-In Progress","2011/06/22 11:24:31.000","2011/06/22 11:24:31.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Accepted-In Progress"
"1-535813109","Completed-Closed","2012/01/03 15:57:21.000","2012/01/03 15:57:21.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Completed-Closed"
"1-535813203","Accepted-In Progress","2011/06/22 11:29:01.000","2011/06/22 11:29:01.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Accepted-In Progress"
"1-535813203","Completed-Closed","2012/01/04 15:41:01.000","2012/01/04 15:41:01.000","Fluxicon Disco","Variant 1","1","Peter-Org line G4","Org line G4","Peter","Completed-Closed"
