"case","event","startTime","completeTime","apploc:joinpoint","apprun:nanotime","apploc:app","apploc:linenr","apploc:etype","apprun:threadid","org:resource","apploc:filename","apploc:node","apploc:regionstr","apploc:tier"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.517","2016/08/15 10:53:29.517","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842807104004","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.517","2016/08/15 10:53:29.517","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842807074496","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.517","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842807219898","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842807192101","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842807336648","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842807307140","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842807560738","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842807517545","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842807757459","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842807722819","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842807904571","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842807866510","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842808085041","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.518","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842808036716","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.518","2016/08/15 10:53:29.519","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842808254819","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.519","2016/08/15 10:53:29.519","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842808217613","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.519","2016/08/15 10:53:29.519","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842808415189","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.519","2016/08/15 10:53:29.519","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842808374990","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.519","2016/08/15 10:53:29.520","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842809333361","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.519","2016/08/15 10:53:29.519","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842808528945","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.520","2016/08/15 10:53:29.524","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842814106399","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.524","2016/08/15 10:53:29.524","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842814067910","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","2016/08/15 10:53:29.524","2016/08/15 10:53:29.525","org.junit.internal.MethodSorter$1.compare(java.lang.Object,java.lang.Object)","4842814226569","junit-4.12","14","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.internal.MethodSorter$1.compare(java.lang.reflect.Method,java.lang.reflect.Method)","4842814199627","junit-4.12","15","return","1","1","MethodSorter.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842814435264","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842814398914","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842814550303","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842814522505","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842814691001","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842814660637","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842814821863","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842814789361","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842814943316","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842814912525","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842815081876","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.525","2016/08/15 10:53:29.525","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842815051512","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.525","2016/08/15 10:53:29.526","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842815232410","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.525","2016/08/15 10:53:29.526","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842815181947","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.526","2016/08/15 10:53:29.526","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842815370969","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.526","2016/08/15 10:53:29.526","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842815337613","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.526","2016/08/15 10:53:29.526","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842815517227","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.526","2016/08/15 10:53:29.526","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842815484298","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.526","2016/08/15 10:53:29.526","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842815651510","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.526","2016/08/15 10:53:29.526","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842815621574","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.526","2016/08/15 10:53:29.526","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842815773819","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.526","2016/08/15 10:53:29.526","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842815743028","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","2016/08/15 10:53:29.526","2016/08/15 10:53:29.526","org.junit.runners.model.TestClass.addToAnnotationLists(org.junit.runners.model.FrameworkMember,java.util.Map)","4842815899549","junit-4.12","84","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.526","2016/08/15 10:53:29.526","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842815869186","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.BlockJUnit4ClassRunner.collectInitializationErrors(java.util.List)","2016/08/15 10:53:29.527","2016/08/15 10:53:29.665","org.junit.runners.BlockJUnit4ClassRunner.collectInitializationErrors(java.util.List)","4842953447377","junit-4.12","124","return","1","1","BlockJUnit4ClassRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.collectInitializationErrors(java.util.List)","2016/08/15 10:53:29.527","2016/08/15 10:53:29.594","org.junit.runners.ParentRunner.collectInitializationErrors(java.util.List)","4842883139898","junit-4.12","125","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","2016/08/15 10:53:29.527","2016/08/15 10:53:29.527","org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","4842816469611","junit-4.12","152","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.527","2016/08/15 10:53:29.527","org.junit.runners.ParentRunner.getTestClass()","4842816358848","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","2016/08/15 10:53:29.527","2016/08/15 10:53:29.527","org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","4842816425990","junit-4.12","126","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","2016/08/15 10:53:29.527","2016/08/15 10:53:29.528","org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","4842817268039","junit-4.12","152","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.527","2016/08/15 10:53:29.528","org.junit.runners.ParentRunner.getTestClass()","4842817159843","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","2016/08/15 10:53:29.528","2016/08/15 10:53:29.528","org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","4842817233399","junit-4.12","126","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.564","2016/08/15 10:53:29.564","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842853547576","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.567","2016/08/15 10:53:29.567","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842856729744","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.569","2016/08/15 10:53:29.569","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842859164801","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.573","2016/08/15 10:53:29.573","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842861658447","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.build()","2016/08/15 10:53:29.573","2016/08/15 10:53:29.573","org.junit.internal.runners.rules.RuleMemberValidator$Builder.build()","4842862145972","junit-4.12","133","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$800(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.573","2016/08/15 10:53:29.573","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$800(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842861796152","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$900(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.573","2016/08/15 10:53:29.573","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$900(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842861924020","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$1000(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.573","2016/08/15 10:53:29.573","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$1000(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842862102779","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.579","2016/08/15 10:53:29.579","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842867966761","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.579","2016/08/15 10:53:29.579","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842868044593","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.582","2016/08/15 10:53:29.582","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842870565182","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.build()","2016/08/15 10:53:29.582","2016/08/15 10:53:29.582","org.junit.internal.runners.rules.RuleMemberValidator$Builder.build()","4842871039022","junit-4.12","133","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$800(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.582","2016/08/15 10:53:29.582","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$800(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842870682359","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$900(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.582","2016/08/15 10:53:29.582","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$900(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842870776015","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$1000(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.582","2016/08/15 10:53:29.582","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$1000(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842870956912","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.forMethods()","2016/08/15 10:53:29.582","2016/08/15 10:53:29.583","org.junit.internal.runners.rules.RuleMemberValidator$Builder.forMethods()","4842871229327","junit-4.12","123","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.583","2016/08/15 10:53:29.583","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842871381999","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.583","2016/08/15 10:53:29.583","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842871533389","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.583","2016/08/15 10:53:29.583","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842871645006","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.585","2016/08/15 10:53:29.586","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842874266521","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.build()","2016/08/15 10:53:29.586","2016/08/15 10:53:29.586","org.junit.internal.runners.rules.RuleMemberValidator$Builder.build()","4842874853689","junit-4.12","133","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$800(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.586","2016/08/15 10:53:29.586","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$800(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842874508145","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$900(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.586","2016/08/15 10:53:29.586","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$900(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842874659106","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
