CaseID,ActivityID
case-4546,5
case-4546,6
case-4553,0
case-4553,1
case-4553,5
case-4553,6
case-4553,3
case-4553,15
case-4553,21
case-4553,3
case-4553,4
case-4554,0
case-4554,1
case-4554,3
case-4554,4
case-4554,5
case-4554,6
case-4555,0
case-4555,1
case-4555,3
case-4555,4
case-4555,5
case-4555,6
case-4556,0
case-4556,1
case-4556,5
case-4556,3
case-4556,4
case-4556,6
case-4559,0
case-4559,1
case-4559,3
case-4559,4
case-4559,5
case-4559,6
case-4560,0
case-4560,1
case-4560,3
case-4560,4
case-4560,5
case-4560,6
case-4563,0
case-4563,3
case-4563,4
case-4563,1
case-4563,5
case-4563,6
case-4565,0
case-4565,3
case-4565,4
case-4565,1
case-4565,5
case-4565,6
case-4582,0
case-4582,1
case-4582,3
case-4582,4
case-4582,5
case-4582,6
case-4583,0
case-4583,3
case-4583,1
case-4583,4
case-4583,5
case-4583,6
case-4584,0
case-4584,1
case-4584,5
case-4584,6
case-4584,3
case-4585,0
case-4585,1
case-4585,3
case-4585,4
case-4585,5
case-4585,6
case-4586,0
case-4586,1
case-4586,5
case-4586,6
case-4586,3
case-4586,4
case-4587,0
case-4587,3
case-4587,4
case-4587,1
case-4587,5
case-4587,6
case-4589,0
case-4589,3
case-4589,1
case-4589,5
case-4589,4
case-4589,6
case-4592,0
case-4592,3
case-4592,4
case-4592,7
case-4592,8
case-4592,9
case-4592,10
case-4592,1
case-4592,2
case-4592,1
case-4592,5
case-4592,6
case-4598,0
case-4598,1
case-4598,5
case-4598,6
case-4598,3
case-4598,4
case-4599,0
case-4599,1
case-4599,5
case-4599,6
case-4599,3
case-4600,0
case-4600,1
case-4600,5
case-4600,6
case-4600,3
case-4600,4
case-4601,0
case-4601,1
case-4601,5
case-4601,6
case-4601,3
case-4601,4
case-4602,0
case-4602,3
case-4602,4
case-4602,1
case-4602,5
case-4602,6
case-4603,0
case-4603,1
case-4603,5
case-4603,3
case-4603,4
case-4603,6
case-4604,0
case-4604,3
case-4604,1
case-4604,5
case-4604,6
case-4604,4
case-4605,0
case-4605,1
case-4605,5
case-4605,6
case-4605,3
case-4605,4
case-4608,0
case-4608,1
case-4608,5
case-4608,3
case-4608,4
case-4608,6
case-4619,0
case-4619,1
case-4619,5
case-4619,6
case-4619,3
case-4619,4
case-4623,0
case-4623,3
case-4623,4
case-4623,1
case-4623,5
case-4623,6
case-4623,11
case-4623,12
case-4623,13
case-4623,14
case-4632,0
case-4632,3
case-4632,4
case-4632,1
case-4632,5
case-4632,6
case-4633,0
case-4639,0
case-4639,1
case-4639,5
case-4639,6
case-4639,3
case-4639,4
case-4640,0
case-4640,1
case-4640,5
case-4640,6
case-4640,3
case-4640,4
case-4641,0
case-4641,3
case-4641,1
case-4641,4
case-4641,5
case-4641,6
case-4653,0
case-4653,1
case-4653,5
case-4653,3
case-4653,4
case-4653,6
case-4654,0
case-4654,3
case-4654,1
case-4654,5
case-4654,4
case-4654,6
case-4656,0
case-4656,1
case-4656,3
case-4656,5
case-4656,4
case-4656,6
case-4666,0
case-4666,1
case-4666,5
case-4666,6
case-4666,3
case-4666,4
case-4667,0
case-4667,1
case-4667,5
case-4667,6
case-4667,3
case-4667,18
case-4667,3
case-4667,18
case-4667,3
case-4667,4
case-4677,0
case-4677,1
case-4677,5
case-4677,3
case-4677,4
case-4677,6
case-4678,0
case-4678,3
case-4678,4
case-4678,1
case-4678,5
case-4678,6
case-4680,0
case-4680,3
case-4680,4
case-4680,1
case-4680,5
case-4680,6
case-4683,0
case-4683,3
case-4683,4
case-4683,1
case-4683,5
case-4683,6
case-4687,0
case-4687,3
case-4687,4
case-4687,1
case-4687,5
case-4687,6
case-4758,0
case-4758,1
case-4758,3
case-4758,4
case-4758,5
case-4758,6
case-4759,0
case-4759,1
case-4759,5
case-4759,6
case-4759,3
case-4759,4
case-4760,0
case-4760,1
case-4760,5
case-4760,3
case-4760,4
case-4760,6
case-4762,0
case-4762,3
case-4762,22
case-4762,16
case-4762,24
case-4762,3
case-4762,22
case-4762,3
case-4762,4
case-4762,1
case-4762,5
case-4762,6
case-4763,0
case-4763,1
case-4763,5
case-4763,3
case-4763,4
case-4763,6
case-4764,0
case-4764,1
case-4764,5
case-4764,6
case-4764,3
case-4764,4
case-4765,0
case-4765,1
case-4765,5
case-4765,3
case-4765,4
case-4765,6
case-4766,0
case-4766,1
case-4766,3
case-4766,4
case-4766,5
case-4766,6
case-4767,0
case-4767,1
case-4767,5
case-4767,3
case-4767,4
case-4767,6
case-4769,0
case-4769,1
case-4769,5
case-4769,3
case-4769,4
case-4769,6
case-4771,0
case-4771,1
case-4771,5
case-4771,6
case-4771,3
case-4771,20
case-4771,22
case-4771,3
case-4771,20
case-4771,22
case-4771,3
case-4771,20
case-4771,22
case-4771,3
case-4771,4
case-4773,0
case-4773,1
case-4773,5
case-4773,6
case-4773,3
case-4773,4
case-4774,0
case-4774,1
case-4774,5
case-4774,6
case-4774,3
case-4774,4
case-4777,0
case-4777,1
case-4777,5
case-4777,3
case-4777,4
case-4777,6
case-4778,0
case-4778,1
case-4778,5
case-4778,3
case-4778,4
case-4778,6
case-4779,0
case-4779,1
case-4779,5
case-4779,3
case-4779,4
case-4779,6
case-4780,0
case-4780,1
case-4780,5
case-4780,3
case-4780,4
case-4780,6
case-4781,0
case-4781,1
case-4781,3
case-4781,4
case-4781,5
case-4781,6
case-4806,0
case-4806,1
case-4806,5
case-4806,3
case-4806,4
case-4806,6
case-4807,0
case-4807,1
case-4807,5
case-4807,3
case-4807,4
case-4807,6
case-4808,0
case-4808,1
case-4808,5
case-4808,3
case-4808,6
case-4808,22
case-4808,3
case-4808,22
case-4808,3
case-4808,22
case-4808,3
case-4808,22
case-4808,3
case-4808,22
case-4808,3
case-4808,22
case-4808,3
case-4808,4
case-4809,0
case-4809,1
case-4809,5
case-4809,3
case-4809,4
case-4809,6
case-4810,0
case-4810,1
case-4810,5
case-4810,3
case-4810,6
case-4810,4
case-4811,0
case-4811,1
case-4811,5
case-4811,3
case-4811,4
case-4811,6
case-4814,0
case-4814,1
case-4814,5
case-4814,3
case-4814,4
case-4814,6
case-4827,0
case-4827,1
case-4827,5
case-4827,3
case-4827,4
case-4827,6
case-4827,11
case-4832,0
case-4832,1
case-4832,5
case-4832,6
case-4832,3
case-4832,4
case-4833,0
case-4833,1
case-4833,5
case-4833,6
case-4833,3
case-4833,4
case-4834,0
case-4834,1
case-4834,5
case-4834,6
case-4834,3
case-4834,4
case-4837,0
case-4837,1
case-4837,5
case-4837,6
case-4837,3
case-4837,4
case-4891,0
case-4891,1
case-4891,5
case-4891,6
case-4891,3
case-4891,4
case-4892,0
case-4892,1
case-4892,3
case-4892,4
case-4892,5
case-4892,6
case-4895,0
case-4895,1
case-4895,3
case-4895,4
case-4895,5
case-4895,6
case-4896,0
case-4896,1
case-4896,5
case-4896,3
case-4896,4
case-4896,6
case-4897,0
case-4897,1
case-4897,5
case-4897,6
case-4897,3
case-4897,4
case-4898,0
case-4898,1
case-4898,5
case-4898,3
case-4898,4
case-4898,6
case-4899,0
case-4899,1
case-4899,5
case-4899,3
case-4899,4
case-4899,6
case-4900,0
case-4900,1
case-4900,5
case-4900,6
case-4900,3
case-4900,4
case-4901,0
case-4901,1
case-4901,3
case-4901,4
case-4901,5
case-4901,6
case-4902,0
case-4902,3
case-4902,4
case-4902,1
case-4902,5
case-4902,6
case-4903,0
case-4903,1
case-4903,5
case-4903,6
case-4903,3
case-4903,4
case-4920,0
case-4920,1
case-4920,5
case-4920,6
case-4920,3
case-4920,4
case-4922,0
case-4922,1
case-4922,5
case-4922,3
case-4922,4
case-4922,6
case-4923,0
case-4923,1
case-4923,5
case-4923,3
case-4923,15
case-4923,3
case-4923,4
case-4923,6
case-4924,0
case-4924,3
case-4924,4
case-4924,1
case-4924,2
case-4924,1
case-4924,5
case-4924,6
case-4925,0
case-4925,1
case-4925,5
case-4925,6
case-4925,3
case-4925,15
case-4925,3
case-4925,4
case-4926,0
case-4926,3
case-4926,4
case-4926,1
case-4926,5
case-4926,6
case-4927,0
case-4927,3
case-4927,4
case-4927,1
case-4927,5
case-4927,6
case-4930,0
case-4930,3
case-4930,4
case-4930,1
case-4930,5
case-4930,6
case-4939,0
case-4939,3
case-4939,4
case-4939,1
case-4939,5
case-4939,6
case-4941,0
case-4941,3
case-4941,22
case-4941,3
case-4941,4
case-4941,1
case-4941,5
case-4941,6
case-4943,0
case-4943,3
case-4943,4
case-4943,1
case-4943,5
case-4943,6
case-4944,0
case-4944,1
case-4944,3
case-4944,4
case-4944,5
case-4944,6
case-4946,0
case-4946,1
case-4946,5
case-4946,6
case-4946,3
case-4946,4
case-4947,0
case-4947,3
case-4947,4
case-4947,1
case-4947,5
case-4947,6
case-4954,0
case-4954,1
case-4954,3
case-4954,4
case-4954,5
case-4954,6
case-4955,0
case-4955,1
case-4955,5
case-4955,6
case-4955,3
case-4955,4
case-4969,0
case-4969,1
case-4969,3
case-4969,4
case-4969,5
case-4969,6
case-4972,0
case-4972,3
case-4972,4
case-4972,1
case-4972,5
case-4972,6
case-4973,0
case-4973,3
case-4973,4
case-4973,1
case-4973,5
case-4973,6
case-4975,0
case-4975,1
case-4975,3
case-4975,4
case-4975,5
case-4975,6
case-4976,0
case-4976,3
case-4976,4
case-4976,1
case-4976,5
case-4976,6
case-4978,0
case-4978,1
case-4978,5
case-4978,3
case-4978,18
case-4978,3
case-4978,18
case-4978,3
case-4978,18
case-4978,3
case-4978,18
case-4978,3
case-4978,6
case-4978,18
case-4978,3
case-4978,18
case-4978,3
case-4978,4
case-4980,0
case-4980,3
case-4980,4
case-4980,1
case-4980,5
case-4980,6
case-4981,0
case-4981,3
case-4981,4
case-4981,1
case-4981,5
case-4981,6
case-4986,0
case-4986,1
case-4986,3
case-4986,4
case-4986,5
case-4986,6
case-4995,0
case-4995,3
case-4995,4
case-4995,1
case-4995,5
case-4995,6
case-4997,0
case-4997,3
case-4997,1
case-4997,5
case-4997,16
case-4997,17
case-4997,3
case-4997,4
case-4997,6
case-4998,0
case-4998,1
case-4998,3
case-4998,4
case-4998,5
case-4998,6
case-4999,0
case-4999,3
case-4999,1
case-4999,4
case-4999,5
case-4999,6
case-5000,0
case-5000,3
case-5000,4
case-5000,1
case-5000,5
case-5000,6
case-5002,0
case-5010,0
case-5010,1
case-5010,5
case-5010,6
case-5010,3
case-5010,4
case-5011,0
case-5011,1
case-5011,5
case-5011,6
case-5011,3
case-5011,4
case-5014,0
case-5014,1
case-5014,3
case-5014,4
case-5014,5
case-5014,6
case-5021,0
case-5021,1
case-5021,3
case-5021,5
case-5021,4
case-5021,6
case-5024,0
case-5024,1
case-5024,3
case-5024,5
case-5024,6
case-5024,4
case-5036,0
case-5036,1
case-5036,3
case-5036,4
case-5036,5
case-5036,6
case-5037,0
case-5037,1
case-5037,5
case-5037,6
case-5037,3
case-5037,4
case-5039,0
case-5039,1
case-5039,5
case-5039,6
case-5039,3
case-5040,0
case-5040,1
case-5040,5
case-5040,6
case-5040,3
case-5040,4
case-5041,0
case-5042,0
case-5042,1
case-5042,5
case-5042,3
case-5042,22
case-5042,6
case-5042,3
case-5042,22
case-5042,3
case-5042,22
case-5042,3
case-5042,4
case-5043,0
case-5043,1
case-5043,5
case-5043,6
case-5043,3
case-5043,4
case-5044,0
case-5044,1
case-5044,3
case-5044,15
case-5044,3
case-5044,4
case-5044,5
case-5044,6
case-5045,0
case-5045,3
case-5045,4
case-5045,1
case-5045,5
case-5045,6
case-5046,0
case-5046,3
case-5046,22
case-5046,3
case-5046,22
case-5046,1
case-5046,5
case-5046,3
case-5046,22
case-5046,3
case-5046,4
case-5046,6
case-5091,0
case-5091,1
case-5091,5
case-5091,6
case-5091,3
case-5091,4
case-5099,0
case-5099,1
case-5099,5
case-5099,6
case-5099,3
case-5099,4
case-5101,0
case-5101,1
case-5101,3
case-5101,4
case-5101,5
case-5101,6
case-5102,0
case-5109,0
case-5109,1
case-5109,3
case-5109,4
case-5109,5
case-5109,6
case-5113,0
case-5113,1
case-5113,3
case-5113,4
case-5113,5
case-5113,6
case-5115,0
case-5115,1
case-5115,5
case-5115,6
case-5115,3
case-5115,4
case-5116,0
case-5120,0
case-5120,1
case-5120,5
case-5120,6
case-5120,3
case-5120,4
case-5121,0
case-5121,1
case-5121,5
case-5121,6
case-5121,3
case-5121,4
case-5122,0
case-5132,0
case-5133,0
case-5133,1
case-5133,5
case-5133,6
case-5133,3
case-5133,4
case-5135,0
case-5135,1
case-5135,3
case-5135,15
case-5135,3
case-5135,15
case-5135,3
case-5135,4
case-5135,5
case-5135,6
case-5137,0
case-5137,3
case-5137,4
case-5137,1
case-5137,5
case-5137,6
case-5141,0
case-5141,3
case-5141,4
case-5141,1
case-5141,2
case-5141,1
case-5141,2
case-5141,1
case-5141,2
case-5141,1
case-5141,5
case-5141,6
case-5144,0
case-5144,3
case-5144,4
case-5144,1
case-5144,5
case-5144,6
case-5145,0
case-5145,3
case-5145,4
case-5145,1
case-5145,5
case-5145,6
case-5146,0
case-5146,3
case-5146,4
case-5146,1
case-5146,5
case-5146,6
case-5151,0
case-5151,1
case-5151,3
case-5151,4
case-5151,5
case-5151,6
case-5153,0
case-5153,1
case-5153,5
case-5153,6
case-5153,3
case-5153,4
case-5155,0
case-5155,1
case-5155,5
case-5155,6
case-5155,3
case-5155,4
case-5167,0
case-5167,1
case-5167,3
case-5167,4
case-5167,5
case-5167,6
case-5185,0
case-5185,3
case-5185,4
case-5185,1
case-5185,5
case-5185,6
case-5186,0
case-5186,1
case-5186,5
case-5186,3
case-5186,4
case-5186,6
case-5187,0
case-5190,0
case-5190,3
case-5190,4
case-5190,1
case-5190,5
case-5190,6
case-5191,0
case-5191,3
case-5191,1
case-5191,5
case-5191,6
case-5191,4
case-5194,0
case-5194,1
case-5194,5
case-5194,6
case-5194,3
case-5194,4
case-5196,0
case-5196,1
case-5196,3
case-5196,4
case-5196,5
case-5196,6
case-5235,0
case-5235,3
case-5235,18
case-5235,3
case-5235,4
case-5235,1
case-5235,5
case-5235,6
case-5243,0
case-5243,1
case-5243,3
case-5243,4
case-5243,5
case-5243,6
case-5245,0
case-5245,3
case-5245,4
case-5245,1
case-5245,5
case-5245,6
case-5247,0
case-5247,1
case-5247,3
case-5247,4
case-5247,5
case-5247,6
case-5250,0
case-5250,3
case-5250,4
case-5250,1
case-5250,5
case-5250,6
case-5254,0
case-5254,3
case-5254,4
case-5254,1
case-5254,5
case-5254,6
case-5266,0
case-5266,1
case-5266,5
case-5266,6
case-5266,3
case-5266,4
case-5268,0
case-5273,0
case-5273,1
case-5273,5
case-5273,6
case-5273,3
case-5273,4
case-5275,0
case-5275,3
case-5275,4
case-5275,1
case-5275,2
case-5275,1
case-5275,5
case-5275,6
case-5285,0
case-5286,0
case-5286,1
case-5286,5
case-5286,6
case-5286,3
case-5286,15
case-5286,3
case-5286,15
case-5286,3
case-5286,4
case-5287,0
case-5287,1
case-5287,3
case-5287,5
case-5287,6
case-5287,4
case-5288,0
case-5288,3
case-5288,4
case-5288,1
case-5288,5
case-5288,6
case-5289,0
case-5289,1
case-5289,5
case-5289,3
case-5289,4
case-5289,6
case-5294,0
case-5294,1
case-5294,5
case-5294,3
case-5294,4
case-5294,6
case-5297,0
case-5297,1
case-5297,3
case-5297,4
case-5297,5
case-5297,6
case-5298,0
case-5298,3
case-5298,4
case-5298,1
case-5298,5
case-5298,6
case-5299,0
case-5299,1
case-5299,3
case-5299,5
case-5299,6
case-5299,4
case-5301,0
case-5301,1
case-5301,5
case-5301,6
case-5301,3
case-5301,4
case-5311,0
case-5311,3
case-5311,4
case-5311,1
case-5311,5
case-5311,6
case-5337,0
case-5351,0
case-5351,3
case-5351,15
case-5351,3
case-5351,4
case-5351,1
case-5351,5
case-5351,6
case-5355,0
case-5355,1
case-5355,3
case-5355,4
case-5355,5
case-5355,6
case-5372,0
case-5372,1
case-5372,5
case-5372,6
case-5372,3
case-5372,4
case-5377,0
case-5378,0
case-5378,1
case-5378,3
case-5378,4
case-5378,5
case-5378,6
case-5379,0
case-5379,1
case-5379,5
case-5379,6
case-5379,3
case-5379,4
case-5380,0
case-5380,1
case-5380,3
case-5380,15
case-5380,3
case-5380,15
case-5380,3
case-5380,15
case-5380,3
case-5380,4
case-5380,5
case-5380,6
case-5381,0
case-5381,1
case-5381,5
case-5381,6
case-5381,3
case-5381,4
case-5382,0
case-5382,1
case-5382,3
case-5382,4
case-5382,5
case-5382,6
case-5383,0
case-5383,1
case-5383,5
case-5383,6
case-5383,3
case-5383,4
case-5385,0
case-5397,0
case-5397,1
case-5397,3
case-5397,4
case-5397,5
case-5397,6
case-5398,0
case-5398,1
case-5398,5
case-5398,3
case-5398,4
case-5398,6
case-5401,0
case-5401,1
case-5401,5
case-5401,6
case-5401,3
case-5401,4
case-5405,0
case-5405,1
case-5405,5
case-5405,6
case-5405,3
case-5405,4
case-5406,0
case-5406,1
case-5406,3
case-5406,4
case-5406,5
case-5406,6
case-5418,0
case-5418,1
case-5418,5
case-5418,6
case-5418,3
case-5418,4
case-5419,0
case-5457,0
case-5457,3
case-5457,4
case-5457,1
case-5457,5
case-5462,0
case-5462,3
case-5462,4
case-5462,1
case-5462,5
case-5462,6
case-5462,11
case-5469,0
case-5482,0
case-5483,0
case-5484,0
case-5503,0
case-5503,3
case-5503,4
case-5503,1
case-5503,5
case-5503,6
case-5504,0
case-5504,3
case-5504,4
case-5504,1
case-5504,5
case-5504,6
case-5510,0
case-5512,0
case-5512,1
case-5512,3
case-5512,4
case-5512,5
case-5512,6
case-5517,0
case-5517,1
case-5517,5
case-5517,6
case-5517,3
case-5517,4
case-5517,7
case-5517,8
case-5517,9
case-5517,10
case-5519,0
case-5519,1
case-5519,3
case-5519,5
case-5519,6
case-5519,4
case-5520,0
case-5520,1
case-5520,5
case-5520,6
case-5520,3
case-5520,4
case-5521,0
case-5521,1
case-5521,3
case-5521,4
case-5521,5
case-5521,6
case-5529,0
case-5529,1
case-5529,5
case-5529,6
case-5529,3
case-5529,4
case-5530,0
case-5530,1
case-5530,5
case-5530,3
case-5530,4
case-5530,6
case-5531,0
case-5531,1
case-5531,5
case-5531,6
case-5531,3
case-5531,4
case-5531,11
case-5531,12
case-5531,13
case-5531,14
case-5532,0
case-5532,1
case-5532,5
case-5532,3
case-5532,4
case-5532,6
case-5533,0
case-5533,1
case-5533,3
case-5533,4
case-5533,11
case-5533,12
case-5533,5
case-5533,13
case-5533,6
case-5533,14
case-5534,0
case-5534,1
case-5534,5
case-5534,6
case-5534,3
case-5534,4
case-5535,0
case-5535,3
case-5535,4
case-5535,1
case-5535,5
case-5535,6
case-5536,0
case-5536,1
case-5536,3
case-5536,4
case-5536,5
case-5536,6
case-5540,0
case-5540,1
case-5540,5
case-5540,6
case-5540,3
case-5540,4
case-5541,0
case-5542,0
case-5543,0
case-5543,1
case-5543,5
case-5543,6
case-5543,3
case-5543,4
case-5545,0
case-5545,3
case-5545,4
case-5545,1
case-5545,5
case-5545,6
case-5546,0
case-5546,1
case-5546,3
case-5546,4
case-5546,5
case-5546,6
case-5547,0
case-5547,1
case-5547,3
case-5547,4
case-5547,5
case-5547,6
case-5548,0
case-5548,1
case-5548,5
case-5548,6
case-5548,3
case-5548,4
case-5549,0
case-5549,1
case-5549,3
case-5549,4
case-5549,5
case-5549,6
case-5552,0
case-5552,1
case-5552,5
case-5552,6
case-5552,3
case-5552,4
case-5554,0
case-5554,1
case-5554,3
case-5554,4
case-5554,5
case-5554,6
case-5556,0
case-5556,1
case-5556,5
case-5556,6
case-5556,3
case-5556,4
case-5557,0
case-5557,1
case-5557,5
case-5557,6
case-5557,3
case-5557,4
case-5558,0
case-5558,1
case-5558,5
case-5558,6
case-5558,3
case-5558,4
case-5559,0
case-5559,3
case-5559,4
case-5559,1
case-5559,5
case-5559,6
case-5560,0
case-5560,3
case-5560,1
case-5560,5
case-5560,6
case-5560,16
case-5560,19
case-5560,3
case-5560,15
case-5560,3
case-5560,4
case-5561,0
case-5561,1
case-5561,3
case-5561,5
case-5561,6
case-5561,4
case-5566,0
case-5566,1
case-5566,5
case-5566,6
case-5566,3
case-5566,4
case-5573,0
case-5573,1
case-5573,3
case-5573,15
case-5573,3
case-5573,4
case-5573,5
case-5573,6
case-5574,0
case-5576,0
case-5576,1
case-5576,5
case-5576,6
case-5576,3
case-5576,4
case-5577,0
case-5577,1
case-5577,3
case-5577,4
case-5577,5
case-5577,6
case-5578,0
case-5580,0
case-5580,1
case-5580,5
case-5580,6
case-5580,3
case-5580,4
case-5582,0
case-5582,1
case-5582,3
case-5582,4
case-5582,5
case-5582,6
case-5583,0
case-5585,0
case-5585,3
case-5585,15
case-5585,22
case-5585,3
case-5585,15
case-5585,1
case-5585,22
case-5594,0
case-5594,1
case-5594,5
case-5594,6
case-5594,3
case-5594,4
case-5595,0
case-5595,3
case-5595,16
case-5595,15
case-5595,22
case-5595,17
case-5595,3
case-5595,4
case-5595,1
case-5595,2
case-5595,1
case-5595,5
case-5595,6
case-5597,0
case-5597,1
case-5597,5
case-5597,6
case-5597,3
case-5597,4
case-5597,11
case-5597,12
case-5597,13
case-5597,14
case-5599,0
case-5599,1
case-5599,5
case-5599,6
case-5599,3
case-5599,4
case-5646,0
case-5646,1
case-5646,5
case-5646,6
case-5646,3
case-5646,4
case-5653,0
case-5653,1
case-5653,3
case-5653,4
case-5653,5
case-5653,6
case-5657,0
case-5657,1
case-5657,3
case-5657,4
case-5657,5
case-5657,6
case-5660,0
case-5660,3
case-5660,4
case-5660,1
case-5660,5
case-5660,6
case-5683,0
case-5683,1
case-5683,3
case-5683,4
case-5683,5
case-5683,6
case-5684,0
case-5684,1
case-5684,5
case-5684,6
case-5684,3
case-5684,4
case-5686,0
case-5686,1
case-5686,5
case-5686,6
case-5686,3
case-5686,4
case-5704,0
case-5704,1
case-5704,3
case-5704,4
case-5704,5
case-5704,6
case-5706,0
case-5706,1
case-5706,5
case-5706,6
case-5706,3
case-5706,4
case-5707,0
case-5707,1
case-5707,5
case-5707,6
case-5707,3
case-5707,4
case-5710,0
case-5710,1
case-5710,3
case-5710,4
case-5710,5
case-5710,6
case-5712,0
case-5712,1
case-5712,5
case-5712,6
case-5712,3
case-5712,4
case-5714,0
case-5714,1
case-5714,5
case-5714,6
case-5714,3
case-5714,4
case-5721,0
case-5721,1
case-5721,2
case-5721,1
case-5721,5
case-5721,6
case-5721,3
case-5721,4
case-5737,0
case-5737,3
case-5737,4
case-5737,1
case-5737,5
case-5737,6
case-5743,0
case-5743,1
case-5743,5
case-5743,6
case-5743,3
case-5743,4
case-5748,0
case-5748,1
case-5748,5
case-5748,3
case-5748,15
case-5748,3
case-5748,15
case-5748,3
case-5748,4
case-5748,6
case-5749,0
case-5749,1
case-5749,3
case-5749,5
case-5749,4
case-5749,6
case-5750,0
case-5750,3
case-5750,4
case-5750,1
case-5750,5
case-5750,6
case-5761,0
case-5761,3
case-5761,4
case-5761,1
case-5761,5
case-5761,6
case-5766,0
case-5766,1
case-5766,5
case-5766,6
case-5766,3
case-5766,4
case-5767,0
case-5767,1
case-5767,5
case-5767,6
case-5767,3
case-5767,4
case-5769,0
case-5769,1
case-5769,5
case-5769,6
case-5769,3
case-5769,4
case-5865,0
case-5865,1
case-5865,5
case-5865,6
case-5865,3
case-5865,4
case-5865,11
case-5865,12
case-5865,13
case-5865,14
case-5870,0
case-5870,1
case-5870,5
case-5870,6
case-5870,3
case-5870,4
case-5874,0
case-5874,1
case-5874,5
case-5874,6
case-5874,3
case-5874,4
case-5875,0
case-5875,1
case-5875,5
case-5875,6
case-5875,3
case-5875,4
case-5877,0
case-5877,1
case-5877,5
case-5877,6
case-5877,3
case-5877,4
case-5878,0
case-5878,3
case-5878,1
case-5878,4
case-5878,5
case-5878,6
case-5879,0
case-5879,1
case-5879,3
case-5879,4
case-5879,5
case-5879,6
case-5895,0
case-5895,1
case-5895,5
case-5895,6
case-5895,3
case-5895,4
case-5897,0
case-5897,1
case-5897,5
case-5897,3
case-5897,4
case-5897,6
case-5919,0
case-5919,1
case-5919,5
case-5919,6
case-5919,3
case-5919,4
case-5921,0
case-5921,1
case-5921,5
case-5921,3
case-5921,6
case-5921,4
case-5922,0
case-5922,3
case-5922,4
case-5922,1
case-5922,5
case-5922,6
case-5923,0
case-5923,1
case-5923,5
case-5923,6
case-5923,3
case-5923,4
case-5926,0
case-5928,0
case-5928,1
case-5928,3
case-5928,4
case-5928,5
case-5928,6
case-5932,0
case-5932,1
case-5932,5
case-5932,3
case-5932,4
case-5932,6
case-5941,0
case-5941,1
case-5941,3
case-5941,4
case-5941,5
case-5941,6
case-5942,0
case-5942,3
case-5942,4
case-5942,1
case-5942,5
case-5942,6
case-5943,0
case-5943,1
case-5943,3
case-5943,4
case-5943,5
case-5943,6
case-5946,0
case-5946,1
case-5946,5
case-5946,6
case-5946,3
case-5946,4
case-5952,0
case-5952,3
case-5952,4
case-5952,1
case-5952,5
case-5952,6
case-5956,0
case-5956,1
case-5956,5
case-5956,6
case-5956,3
case-5956,4
case-5957,0
case-5957,1
case-5957,5
case-5957,6
case-5957,3
case-5957,4
case-5958,0
case-5959,0
case-5959,1
case-5959,3
case-5959,4
case-5959,5
case-5959,6
case-5961,0
case-5961,1
case-5961,3
case-5961,4
case-5961,5
case-5961,6
case-5983,0
case-5983,1
case-5983,5
case-5983,6
case-5983,3
case-5983,4
case-5986,0
case-5986,1
case-5986,5
case-5986,3
case-5986,4
case-5986,7
case-5986,8
case-5986,9
case-5986,10
case-5986,6
case-5987,0
case-5994,0
case-5994,1
case-5994,5
case-5994,6
case-5994,3
case-5994,4
case-5997,0
case-5997,1
case-5997,5
case-5997,6
case-5997,3
case-5997,4
case-5998,0
case-5998,1
case-5998,3
case-5998,15
case-5998,3
case-5998,15
case-5998,3
case-5998,4
case-5998,5
case-5998,6
case-6009,0
case-6009,1
case-6009,5
case-6009,6
case-6009,3
case-6009,4
case-6010,0
case-6010,3
case-6010,15
case-6010,3
case-6010,4
case-6010,1
case-6010,5
case-6010,6
case-6012,0
case-6012,1
case-6012,5
case-6012,6
case-6012,3
case-6012,4
case-6015,0
case-6015,1
case-6015,5
case-6015,3
case-6015,15
case-6015,3
case-6015,4
case-6015,6
case-6028,0
case-6028,3
case-6028,22
case-6028,15
case-6028,3
case-6028,4
case-6028,1
case-6028,5
case-6028,6
case-6032,0
case-6032,1
case-6032,5
case-6032,6
case-6032,3
case-6032,4
case-6034,0
case-6034,1
case-6034,5
case-6034,6
case-6034,3
case-6034,4
case-6036,0
case-6036,1
case-6036,5
case-6036,6
case-6036,3
case-6036,4
case-6055,0
case-6055,1
case-6055,5
case-6055,6
case-6055,3
case-6055,4
case-6056,0
case-6056,3
case-6056,4
case-6056,1
case-6056,5
case-6056,6
case-6068,0
case-6068,1
case-6068,5
case-6068,6
case-6068,3
case-6068,4
case-6069,0
case-6069,1
case-6069,5
case-6069,6
case-6069,3
case-6069,4
case-6070,0
case-6070,1
case-6070,3
case-6070,5
case-6070,6
case-6070,4
case-6070,11
case-6070,12
case-6070,13
case-6070,14
case-6071,0
case-6078,0
case-6078,1
case-6078,5
case-6078,6
case-6078,3
case-6078,4
case-6080,0
case-6080,1
case-6080,5
case-6080,6
case-6080,3
case-6080,4
case-6084,0
case-6084,1
case-6084,5
case-6084,6
case-6084,3
case-6084,4
case-6108,0
case-6108,3
case-6108,4
case-6108,1
case-6108,5
case-6108,6
case-6110,0
case-6112,0
case-6113,0
case-6113,1
case-6113,5
case-6113,6
case-6113,3
case-6113,4
case-6116,0
case-6116,1
case-6116,5
case-6116,6
case-6116,3
case-6116,4
case-6128,0
case-6128,3
case-6128,4
case-6128,1
case-6128,5
case-6128,6
