CaseID,ActivityID,CompleteTimestamp,Resource
2045,11,2012-05-10 04:25:17,Value 2
2045,7,2012-05-10 05:26:12,Value 2
2045,1,2012-06-07 05:00:42,Value 5
1515,0,2012-06-14 12:58:59,Value 9
1515,9,2012-06-15 06:49:27,Value 9
1515,7,2012-06-18 04:21:53,Value 9
1515,1,2012-07-17 13:00:29,Value 5
401,0,2013-08-01 12:29:44,Value 9
401,9,2013-08-02 05:34:38,Value 9
401,11,2013-08-02 06:23:00,Value 14
401,11,2013-08-02 07:40:31,Value 14
401,11,2013-08-02 09:54:43,Value 9
401,11,2013-08-06 12:38:44,Value 4
401,11,2013-09-02 05:06:06,Value 2
137,0,2011-12-12 08:23:38,Value 1
137,9,2011-12-12 09:37:24,Value 9
137,7,2011-12-13 12:00:43,Value 9
137,1,2012-01-12 08:30:18,Value 5
1159,0,2011-04-14 11:55:28,Value 13
1159,9,2011-04-15 04:31:29,Value 13
1159,7,2011-04-15 12:15:07,Value 13
1159,1,2011-05-17 12:00:20,Value 5
2225,0,2013-02-19 11:13:36,Value 1
2225,9,2013-03-07 10:00:35,Value 2
2225,11,2013-03-07 10:12:41,Value 9
2225,7,2013-03-13 12:25:38,Value 9
2225,1,2013-03-28 12:25:53,Value 3
825,0,2010-03-24 09:14:07,Value 2
825,0,2010-03-24 09:14:29,Value 2
825,9,2010-03-24 09:14:37,Value 2
825,7,2010-03-24 09:14:41,Value 2
825,1,2010-04-28 07:21:00,Value 5
2157,0,2010-01-13 15:25:25,Value 2
2157,0,2010-01-13 15:25:38,Value 2
2157,9,2010-01-14 09:42:31,Value 2
2157,7,2010-01-14 09:42:37,Value 2
2157,1,2010-02-13 15:01:54,Value 5
2539,0,2012-02-14 08:21:51,Value 2
2539,9,2012-02-14 08:22:10,Value 2
2539,7,2012-02-14 09:32:51,Value 2
2539,1,2012-03-16 08:30:16,Value 5
855,0,2013-03-13 15:23:05,Value 1
855,9,2013-03-29 06:01:16,Value 9
855,7,2013-03-29 08:43:54,Value 9
855,1,2013-04-13 06:44:17,Value 3
790,0,2010-09-17 09:34:12,Value 9
790,0,2010-09-17 10:03:25,Value 2
790,9,2010-09-17 10:03:33,Value 2
790,7,2010-09-17 11:23:34,Value 15
790,1,2010-10-31 11:42:38,Value 5
2500,0,2012-05-23 04:56:57,Value 1
2500,9,2012-05-23 04:57:05,Value 1
2500,7,2012-05-25 09:31:15,Value 1
2500,7,2012-05-25 09:31:15,Value 1
2500,1,2012-06-27 05:01:06,Value 5
1724,0,2010-07-21 07:35:41,Value 7
1724,9,2010-07-22 11:24:16,Value 19
1724,7,2010-07-22 11:24:23,Value 19
1724,1,2010-08-28 07:40:37,Value 5
1063,0,2011-02-15 08:01:55,Value 8
1063,9,2011-02-15 08:03:08,Value 8
1063,9,2011-02-15 08:18:49,Value 9
1063,7,2011-02-21 07:07:25,Value 2
1063,1,2011-04-03 04:10:40,Value 5
2728,0,2012-05-02 09:29:25,Value 1
2728,9,2012-05-04 11:01:53,Value 4
2728,7,2012-05-08 10:59:59,Value 4
2728,1,2012-06-02 09:30:15,Value 5
1845,0,2010-04-09 04:36:35,Value 2
1845,0,2010-04-13 12:40:30,Value 2
1845,9,2010-04-14 06:22:18,Value 15
1845,7,2010-04-14 06:22:26,Value 15
1845,1,2010-05-12 04:40:24,Value 5
1842,0,2011-07-15 04:06:58,Value 2
1842,9,2011-07-15 04:07:38,Value 2
1842,7,2011-07-15 05:23:48,Value 2
1842,1,2011-08-18 04:10:28,Value 5
371,0,2010-07-06 09:34:55,Value 15
371,9,2010-07-09 06:04:12,Value 2
371,7,2010-07-09 06:06:26,Value 2
371,1,2010-08-19 09:40:17,Value 5
2245,0,2013-10-28 06:57:06,Value 2
2245,9,2013-10-28 06:57:48,Value 2
2245,5,2013-11-13 06:22:19,Value 2
2245,7,2013-11-28 09:41:56,Value 2
2245,1,2013-12-13 09:42:13,Value 3
771,0,2011-12-23 06:04:03,Value 1
771,11,2012-01-05 13:03:06,Value 2
771,11,2012-01-05 13:03:07,Value 2
771,7,2012-01-05 13:09:49,Value 2
771,1,2012-02-09 06:10:45,Value 5
906,0,2012-06-13 09:15:11,Value 2
906,7,2012-06-13 09:16:22,Value 2
906,1,2012-08-04 09:20:57,Value 5
1204,0,2011-11-24 12:02:16,Value 1
1204,9,2011-11-24 12:02:35,Value 1
1204,7,2011-12-12 07:04:47,Value 13
1204,1,2011-12-27 07:05:04,Value 5
2663,0,2011-04-14 12:54:28,Value 13
2663,0,2011-04-14 12:54:46,Value 13
2663,11,2011-04-15 07:41:19,Value 11
2663,9,2011-04-27 07:30:04,Value 2
2663,11,2011-04-27 07:30:13,Value 2
2663,9,2011-05-06 06:42:13,Value 11
2663,7,2011-05-06 06:42:28,Value 11
2663,1,2011-05-21 06:42:52,Value 5
2385,0,2012-05-10 10:11:09,Value 1
2385,9,2012-05-10 10:16:47,Value 17
2385,7,2012-05-14 08:21:05,Value 17
2385,1,2012-06-23 10:20:36,Value 5
1576,0,2013-06-04 06:16:04,Value 14
1576,9,2013-07-03 14:03:34,Value 2
1576,7,2013-07-04 06:37:50,Value 16
1576,1,2013-07-19 06:38:09,Value 3
213,0,2012-05-11 12:26:17,Value 1
213,9,2012-05-14 10:04:33,Value 4
213,7,2012-05-14 12:58:40,Value 4
213,1,2012-06-13 12:30:29,Value 5
1184,0,2013-01-14 12:27:26,Value 4
1184,0,2013-01-14 12:28:01,Value 4
1184,9,2013-01-30 11:22:46,Value 2
1184,5,2013-01-30 11:26:42,Value 2
1184,7,2013-02-13 06:58:53,Value 2
1184,1,2013-02-28 06:59:10,Value 3
2273,0,2011-07-04 10:58:03,Value 2
2273,9,2011-07-04 10:58:26,Value 2
2273,7,2011-07-04 11:58:53,Value 2
2273,1,2011-08-04 11:00:28,Value 5
2391,0,2010-06-04 11:09:37,Value 2
2391,0,2010-06-04 11:10:17,Value 2
2391,0,2010-06-17 11:00:15,Value 2
2391,9,2010-06-17 11:00:22,Value 2
2391,11,2010-06-17 11:08:38,Value 2
2391,9,2010-06-22 10:32:55,Value 2
2391,7,2010-06-22 10:40:05,Value 2
2391,1,2010-07-07 10:40:15,Value 5
2624,0,2011-04-29 07:42:14,Value 8
2624,9,2011-04-29 07:42:26,Value 8
2624,9,2011-04-29 09:55:58,Value 8
2624,7,2011-05-17 04:14:04,Value 10
2624,1,2011-06-01 04:14:17,Value 5
1413,0,2010-04-09 03:58:27,Value 2
1413,9,2010-04-09 04:43:14,Value 12
1413,11,2010-04-09 12:34:50,Value 12
1413,9,2010-04-12 13:01:24,Value 12
1413,7,2010-04-12 13:01:41,Value 12
1413,1,2010-05-12 13:02:05,Value 5
2501,9,2012-01-25 07:28:06,Value 13
2501,7,2012-01-25 11:57:09,Value 13
2501,1,2012-02-25 07:30:36,Value 5
2886,0,2012-02-28 09:33:55,Value 1
2886,9,2012-02-28 15:09:58,Value 12
2886,7,2012-02-28 15:12:09,Value 12
2886,1,2012-04-27 07:40:41,Value 5
2804,0,2011-05-27 10:12:00,Value 8
2804,9,2011-06-10 11:05:35,Value 6
2804,7,2011-06-14 09:52:51,Value 9
2804,1,2011-06-29 09:53:13,Value 5
1240,0,2011-11-03 14:30:45,Value 4
1240,9,2011-11-07 09:50:20,Value 2
1240,11,2011-11-23 14:13:48,Value 2
1240,7,2011-11-28 14:34:36,Value 2
1240,1,2011-12-13 14:34:48,Value 5
1849,0,2012-06-29 04:02:18,Value 1
1849,9,2012-06-29 11:28:20,Value 6
1849,7,2012-06-29 12:31:17,Value 6
1849,1,2012-08-12 04:10:33,Value 5
1731,0,2010-04-23 06:22:32,Value 2
1731,9,2010-05-20 05:42:16,Value 2
1731,7,2010-05-20 05:42:43,Value 2
1731,1,2010-06-04 05:42:59,Value 5
2896,0,2011-09-27 07:35:27,Value 2
2896,0,2011-09-27 08:02:40,Value 9
2896,9,2011-09-27 10:41:23,Value 9
2896,7,2011-09-28 12:45:10,Value 9
2896,1,2011-11-12 09:40:32,Value 5
934,0,2010-11-18 14:26:02,Value 14
934,9,2010-12-07 08:59:17,Value 14
934,11,2010-12-10 08:36:54,Value 14
934,9,2010-12-21 06:20:52,Value 14
934,7,2010-12-21 06:21:08,Value 14
934,1,2011-01-05 06:21:20,Value 5
35,0,2012-05-23 05:22:52,Value 1
35,9,2012-05-23 07:07:38,Value 9
35,7,2012-05-23 11:24:29,Value 9
35,1,2012-06-23 05:30:21,Value 5
2226,0,2012-01-16 12:39:21,Value 1
2226,9,2012-01-16 13:04:30,Value 4
2226,7,2012-01-16 14:03:00,Value 4
2226,1,2012-02-22 12:40:31,Value 5
986,0,2010-02-19 08:58:32,Value 5
986,9,2010-03-11 12:30:33,Value 2
986,7,2010-03-12 07:14:41,Value 2
986,1,2010-03-27 07:14:59,Value 5
99,0,2012-04-11 09:51:59,Value 1
99,9,2012-04-11 09:52:12,Value 1
99,7,2012-04-16 06:54:56,Value 2
99,1,2012-05-12 10:00:18,Value 5
2286,0,2011-02-15 07:48:01,Value 8
2286,9,2011-02-15 08:23:25,Value 17
2286,7,2011-02-15 08:23:54,Value 17
2286,1,2011-03-31 05:50:53,Value 5
2778,0,2013-10-03 04:22:55,Value 14
2778,9,2013-10-04 06:08:21,Value 2
2778,11,2013-10-07 10:20:44,Value 2
2778,11,2013-10-09 04:36:41,Value 2
2778,7,2013-11-08 07:26:35,Value 2
2778,1,2013-11-23 07:26:49,Value 3
2903,0,2011-07-06 12:06:20,Value 13
2903,9,2011-07-06 12:06:38,Value 13
2903,7,2011-07-06 12:06:53,Value 13
2903,1,2011-08-06 12:10:23,Value 5
2797,0,2011-10-12 10:52:40,Value 1
2797,9,2011-10-13 06:31:47,Value 6
2797,7,2011-10-13 09:49:59,Value 6
2797,1,2011-11-27 13:00:19,Value 5
617,0,2010-10-26 05:21:52,Value 7
617,9,2010-10-26 05:27:12,Value 7
617,7,2010-10-26 05:27:22,Value 7
617,1,2010-12-12 07:30:54,Value 5
969,0,2011-01-19 08:08:18,Value 2
969,9,2011-02-04 14:33:09,Value 9
969,7,2011-02-07 08:48:08,Value 9
969,1,2011-02-22 08:48:21,Value 5
232,0,2013-04-15 10:53:52,Value 4
232,9,2013-05-08 04:57:41,Value 2
232,7,2013-05-08 07:19:38,Value 1
232,1,2013-05-23 07:19:50,Value 3
2118,0,2010-03-22 14:51:36,Value 2
2118,9,2010-04-29 10:01:59,Value 2
2118,7,2010-04-29 10:02:06,Value 2
2118,1,2010-05-14 10:02:21,Value 5
1033,4,2010-09-22 07:13:00,Value 14
1033,0,2010-09-22 07:13:17,Value 14
1033,9,2010-09-22 07:13:28,Value 14
1033,7,2010-09-22 07:13:42,Value 14
1033,1,2010-11-05 09:20:52,Value 5
1861,0,2010-12-29 07:06:43,Value 2
1861,9,2010-12-29 07:06:53,Value 2
1861,11,2010-12-29 08:49:51,Value 2
1861,9,2010-12-29 12:46:12,Value 2
1861,7,2010-12-29 12:47:01,Value 2
1861,1,2011-02-04 07:11:03,Value 5
1298,0,2013-04-04 07:02:28,Value 4
1298,9,2013-04-22 05:36:14,Value 2
1298,11,2013-04-22 05:43:04,Value 2
1298,7,2013-04-22 06:52:37,Value 2
1298,1,2013-05-07 06:52:54,Value 3
1947,0,2011-12-16 12:59:08,Value 9
1947,9,2011-12-19 09:09:41,Value 13
1947,7,2012-01-13 13:22:13,Value 13
1947,1,2012-01-28 13:22:39,Value 5
2543,0,2011-11-10 07:20:49,Value 1
2543,9,2011-11-10 07:21:08,Value 1
2543,7,2011-12-13 14:45:19,Value 2
2543,7,2011-12-13 14:45:20,Value 2
2543,1,2011-12-28 14:45:31,Value 5
2823,0,2011-08-01 07:24:31,Value 2
2823,9,2011-08-03 06:14:36,Value 13
2823,7,2011-08-03 12:44:29,Value 2
2823,1,2011-09-01 07:30:29,Value 5
657,0,2013-01-09 09:39:38,Value 1
657,7,2013-02-05 11:58:27,Value 2
657,1,2013-02-20 11:58:48,Value 3
981,0,2011-05-06 06:31:55,Value 13
981,9,2011-05-17 12:35:34,Value 9
981,7,2011-05-20 04:09:17,Value 9
981,1,2011-06-30 07:46:59,Value 5
775,0,2012-06-11 10:00:07,Value 13
775,9,2012-06-11 10:00:26,Value 13
775,7,2012-06-11 10:21:43,Value 2
775,1,2012-07-14 10:11:03,Value 5
1435,0,2011-10-24 07:02:39,Value 1
1435,9,2011-10-27 09:51:30,Value 13
1435,11,2011-11-08 07:33:34,Value 13
1435,7,2011-11-08 07:45:40,Value 13
1435,1,2011-12-09 09:20:37,Value 5
818,0,2011-06-29 06:41:01,Value 2
818,9,2011-06-29 06:47:23,Value 2
818,7,2011-06-29 06:52:10,Value 2
818,1,2011-08-27 06:50:55,Value 5
10,4,2011-09-06 12:37:27,Value 15
10,0,2011-09-06 12:44:32,Value 15
10,9,2011-09-06 12:44:54,Value 15
10,7,2011-09-06 12:55:58,Value 15
10,1,2011-10-22 12:40:25,Value 5
359,0,2012-08-09 12:16:14,Value 4
359,7,2012-09-10 12:35:07,Value 9
359,7,2012-09-10 12:35:07,Value 9
359,1,2012-09-25 12:35:24,Value 3
167,0,2010-10-21 09:42:29,Value 9
167,9,2010-10-21 10:57:26,Value 9
167,7,2010-10-21 10:59:06,Value 9
167,1,2010-12-09 11:50:32,Value 5
599,0,2012-05-15 04:21:38,Value 1
599,9,2012-05-18 06:50:44,Value 1
599,7,2012-05-23 11:47:24,Value 1
599,1,2012-06-15 04:32:04,Value 5
1436,0,2012-02-06 06:36:59,Value 1
1436,9,2012-02-06 06:45:50,Value 6
1436,7,2012-02-06 06:49:19,Value 6
1436,1,2012-03-10 06:40:28,Value 5
895,0,2011-03-22 09:02:38,Value 8
895,0,2011-03-22 09:06:02,Value 8
895,9,2011-03-22 09:06:10,Value 8
895,7,2011-03-22 14:44:31,Value 13
895,1,2011-05-05 07:11:59,Value 5
1042,0,2011-10-13 10:46:42,Value 1
1042,9,2011-10-13 11:31:54,Value 13
1042,7,2011-10-14 06:47:40,Value 13
1042,1,2011-11-30 12:50:23,Value 5
768,0,2011-10-07 06:36:51,Value 1
768,9,2011-10-07 06:55:13,Value 13
768,7,2011-10-07 07:40:00,Value 13
768,1,2011-11-20 08:40:34,Value 5
355,0,2013-02-21 11:33:14,Value 1
355,9,2013-03-11 05:57:30,Value 2
355,5,2013-03-11 09:37:52,Value 2
355,5,2013-03-13 06:27:08,Value 9
355,7,2013-03-13 07:12:26,Value 9
355,1,2013-03-28 07:12:45,Value 3
1343,0,2012-02-14 09:05:29,Value 4
1343,11,2012-02-15 07:20:13,Value 4
1343,7,2012-02-29 13:31:24,Value 1
1343,7,2012-02-29 13:31:28,Value 1
1343,1,2012-04-04 04:30:48,Value 5
55,0,2012-07-17 07:43:08,Value 1
55,0,2012-07-18 11:58:04,Value 13
55,9,2012-07-18 11:58:17,Value 13
55,7,2012-07-20 10:17:21,Value 1
55,1,2012-09-01 07:50:21,Value 5
2233,0,2010-06-29 07:30:18,Value 12
2233,9,2010-06-30 06:23:28,Value 16
2233,7,2010-06-30 08:31:04,Value 16
2233,1,2010-08-12 07:40:29,Value 5
1004,0,2010-06-01 09:50:06,Value 2
1004,9,2010-06-10 12:15:40,Value 12
1004,7,2010-06-10 12:15:57,Value 12
1004,9,2010-06-14 04:40:33,Value 2
1004,7,2010-06-14 10:02:46,Value 12
1004,1,2010-07-03 10:25:50,Value 5
2864,0,2011-03-16 06:35:56,Value 8
2864,9,2011-03-16 06:36:41,Value 8
2864,7,2011-03-22 11:43:58,Value 2
2864,1,2011-04-28 04:40:19,Value 5
280,0,2013-05-20 07:11:29,Value 14
280,9,2013-05-20 07:12:20,Value 14
280,11,2013-05-29 11:14:02,Value 14
280,7,2013-06-17 10:31:57,Value 14
280,1,2013-07-02 10:32:11,Value 3
789,4,2010-03-26 11:30:45,Value 11
789,0,2010-03-26 11:32:37,Value 11
789,9,2010-03-26 11:32:55,Value 11
789,7,2010-03-26 11:50:27,Value 11
789,1,2010-04-28 09:40:10,Value 5
1048,0,2011-02-24 11:22:01,Value 8
1048,9,2011-02-24 11:22:22,Value 8
1048,11,2011-02-24 12:23:16,Value 9
1048,9,2011-03-09 08:03:36,Value 9
1048,7,2011-03-09 08:03:52,Value 9
1048,1,2011-04-09 05:12:25,Value 5
314,0,2012-03-15 11:30:54,Value 1
314,9,2012-03-16 06:13:25,Value 6
314,7,2012-04-11 04:26:38,Value 6
314,1,2012-05-11 04:27:07,Value 5
983,0,2011-10-14 04:55:38,Value 1
983,9,2011-10-20 10:45:44,Value 10
983,7,2011-11-02 06:25:55,Value 1
983,1,2011-11-17 06:26:03,Value 5
960,0,2011-07-27 12:46:01,Value 2
960,0,2011-08-10 09:43:32,Value 10
960,0,2011-08-10 09:43:33,Value 10
960,9,2011-08-12 12:53:41,Value 9
960,11,2011-08-16 04:48:46,Value 9
960,7,2011-08-18 05:44:10,Value 9
960,1,2011-09-02 05:44:31,Value 5
1076,0,2011-06-23 12:15:37,Value 8
1076,0,2011-06-23 12:16:19,Value 8
1076,9,2011-06-28 04:04:25,Value 9
1076,11,2011-06-28 05:36:02,Value 9
1076,7,2011-07-26 11:37:24,Value 9
1076,1,2011-08-10 11:37:41,Value 5
987,0,2011-02-21 14:15:51,Value 13
987,9,2011-02-21 14:44:18,Value 13
987,7,2011-02-23 10:02:02,Value 13
987,9,2011-02-24 11:09:25,Value 8
987,7,2011-02-24 11:12:17,Value 13
987,9,2011-02-24 11:21:24,Value 13
987,11,2011-02-25 11:47:21,Value 13
987,9,2011-03-18 12:46:20,Value 2
987,7,2011-03-18 12:46:26,Value 2
987,1,2011-04-02 11:15:27,Value 5
1583,0,2010-11-23 07:57:22,Value 2
1583,9,2010-11-24 08:39:54,Value 6
1583,7,2010-11-24 08:59:11,Value 6
1583,1,2011-01-06 08:00:20,Value 5
752,0,2011-02-25 08:22:00,Value 8
752,9,2011-03-03 08:18:10,Value 10
752,7,2011-03-07 13:14:20,Value 13
752,9,2011-03-15 06:39:20,Value 8
752,7,2011-03-15 09:21:09,Value 8
752,1,2011-04-14 07:21:24,Value 5
1938,0,2010-11-16 07:31:52,Value 15
1938,0,2010-11-16 08:48:27,Value 2
1938,9,2010-11-16 08:48:35,Value 2
1938,7,2010-11-17 08:29:59,Value 14
1938,1,2010-12-17 07:40:22,Value 5
2913,4,2010-06-30 05:22:51,Value 15
2913,0,2010-06-30 05:23:17,Value 15
2913,9,2010-06-30 05:23:25,Value 15
2913,7,2010-07-07 13:33:55,Value 15
2913,1,2010-08-13 05:35:17,Value 5
229,0,2013-08-26 05:26:39,Value 14
229,9,2013-08-26 06:57:27,Value 14
229,2,2013-08-27 10:06:08,Value 14
229,7,2013-09-20 08:01:59,Value 2
229,1,2013-10-05 08:02:08,Value 3
253,0,2011-02-10 06:16:03,Value 2
253,9,2011-02-10 06:16:33,Value 2
253,7,2011-02-10 13:55:20,Value 2
253,1,2011-04-03 04:16:50,Value 5
1728,0,2012-01-13 14:34:37,Value 9
1728,0,2012-01-13 14:34:52,Value 9
1728,0,2012-01-13 14:34:57,Value 9
1728,9,2012-01-16 06:40:11,Value 6
1728,7,2012-01-16 12:06:13,Value 6
1728,1,2012-02-26 14:40:57,Value 5
996,0,2012-01-19 14:15:37,Value 1
996,9,2012-01-19 15:04:27,Value 1
996,7,2012-02-10 15:17:38,Value 2
996,1,2012-02-25 15:17:49,Value 5
2005,0,2011-03-21 06:31:31,Value 8
2005,9,2011-03-22 13:40:35,Value 17
2005,7,2011-03-24 13:23:05,Value 17
2005,1,2011-04-27 04:41:50,Value 5
1698,0,2011-12-22 14:08:10,Value 1
1698,11,2011-12-22 14:08:31,Value 1
1698,9,2011-12-27 07:02:12,Value 1
1698,7,2011-12-27 07:02:43,Value 1
1698,7,2011-12-27 07:02:44,Value 1
1698,1,2012-02-09 07:11:18,Value 5
2694,0,2011-12-13 12:04:29,Value 1
2694,11,2011-12-23 09:37:08,Value 1
2694,9,2011-12-29 07:41:34,Value 1
2694,7,2011-12-29 11:43:25,Value 1
2694,1,2012-01-27 07:50:32,Value 5
1972,0,2012-04-16 09:50:14,Value 1
1972,9,2012-04-19 04:25:52,Value 2
1972,11,2012-04-24 04:51:30,Value 2
1972,7,2012-05-04 04:07:03,Value 2
1972,1,2012-05-29 09:10:49,Value 5
445,0,2011-06-22 12:46:54,Value 8
445,0,2011-06-22 12:47:09,Value 8
445,0,2011-06-23 09:22:54,Value 2
445,9,2011-06-23 09:23:03,Value 2
445,7,2011-06-23 09:24:05,Value 2
445,1,2011-07-23 12:50:31,Value 5
2152,0,2012-05-17 06:56:43,Value 1
2152,9,2012-05-17 09:38:00,Value 4
2152,7,2012-05-18 09:11:04,Value 4
2152,1,2012-06-24 07:00:30,Value 5
441,0,2011-06-06 09:44:47,Value 8
441,9,2011-06-06 09:45:47,Value 8
441,7,2011-06-06 13:04:48,Value 13
441,1,2011-07-07 09:50:31,Value 5
2079,0,2010-09-23 06:34:03,Value 9
2079,0,2010-09-23 07:18:15,Value 2
2079,9,2010-09-23 12:36:50,Value 2
2079,7,2010-09-27 12:37:58,Value 2
2079,1,2010-10-31 08:41:27,Value 5
170,0,2011-08-03 09:14:54,Value 9
170,7,2011-08-11 04:32:57,Value 9
170,1,2011-10-01 09:20:25,Value 5
667,0,2011-06-24 07:11:39,Value 7
667,9,2011-06-28 05:11:37,Value 2
667,7,2011-07-11 04:47:33,Value 2
667,1,2011-07-26 04:47:49,Value 5
310,0,2011-10-06 04:05:39,Value 1
310,9,2011-10-10 05:59:58,Value 9
310,11,2011-10-10 06:15:14,Value 9
310,7,2011-10-10 10:20:39,Value 9
310,1,2011-11-08 09:20:19,Value 5
2628,0,2012-06-05 12:26:52,Value 1
2628,9,2012-06-06 04:01:41,Value 2
2628,7,2012-06-07 11:54:06,Value 2
2628,1,2012-07-06 12:30:23,Value 5
1777,0,2012-03-05 12:42:14,Value 1
1777,9,2012-03-06 06:43:50,Value 2
1777,11,2012-03-12 11:49:28,Value 2
1777,7,2012-03-28 05:25:23,Value 2
1777,1,2012-04-13 06:30:16,Value 5
725,0,2011-05-13 10:03:21,Value 8
725,9,2011-05-13 10:03:33,Value 8
725,11,2011-05-13 10:13:31,Value 8
725,9,2011-05-16 06:42:25,Value 8
725,7,2011-05-16 06:42:31,Value 8
725,1,2011-06-26 10:11:05,Value 5
1039,0,2012-11-22 14:17:59,Value 2
1039,9,2012-11-22 14:18:28,Value 2
1039,11,2012-11-28 05:44:48,Value 2
1039,7,2012-12-17 07:27:29,Value 2
1039,1,2013-01-01 07:27:46,Value 3
1893,0,2010-07-01 06:32:09,Value 2
1893,9,2010-07-01 07:07:28,Value 2
1893,7,2010-07-01 07:38:41,Value 2
1893,1,2010-08-05 06:40:24,Value 5
2404,0,2010-12-15 09:42:30,Value 8
2404,9,2010-12-15 12:26:02,Value 6
2404,11,2010-12-15 12:26:18,Value 6
2404,11,2010-12-15 12:26:19,Value 6
2404,9,2010-12-20 06:17:54,Value 6
2404,7,2010-12-20 06:18:58,Value 6
2404,1,2011-02-03 06:19:23,Value 5
541,0,2012-03-22 14:35:07,Value 1
541,9,2012-03-23 06:04:26,Value 4
541,7,2012-03-23 14:11:58,Value 4
541,1,2012-05-09 12:40:15,Value 5
2133,0,2011-11-03 14:51:30,Value 1
2133,9,2011-11-07 09:47:37,Value 13
2133,11,2011-11-18 07:30:26,Value 13
2133,7,2011-11-28 12:10:20,Value 13
2133,1,2011-12-13 12:10:42,Value 5
2063,0,2010-10-25 07:09:25,Value 9
2063,9,2010-10-29 11:07:35,Value 19
2063,7,2010-10-29 11:10:16,Value 19
2063,1,2010-11-28 13:10:47,Value 5
2512,0,2011-01-11 08:42:26,Value 8
2512,9,2011-01-11 09:16:26,Value 2
2512,9,2011-01-11 09:16:56,Value 2
2512,9,2011-01-18 06:14:59,Value 2
2512,7,2011-01-21 13:23:44,Value 8
2512,1,2011-02-11 08:50:20,Value 5
915,0,2012-01-18 06:08:50,Value 1
915,9,2012-01-18 11:32:50,Value 9
915,7,2012-01-18 13:29:09,Value 9
915,1,2012-03-02 06:12:49,Value 5
1244,0,2011-11-15 15:06:24,Value 1
1244,9,2011-11-18 09:22:57,Value 2
1244,7,2011-11-18 09:28:37,Value 2
1244,1,2011-12-31 15:00:28,Value 5
2417,0,2011-04-27 07:35:49,Value 8
2417,9,2011-04-27 07:36:00,Value 8
2417,9,2011-04-27 07:36:51,Value 8
2417,9,2011-05-04 08:15:54,Value 13
2417,7,2011-05-09 05:57:40,Value 13
2417,1,2011-05-28 07:40:53,Value 5
1572,0,2011-11-17 06:17:41,Value 1
1572,9,2011-11-17 06:17:52,Value 1
1572,7,2011-11-17 12:02:04,Value 1
1572,1,2011-12-20 06:20:36,Value 5
1980,0,2013-08-30 05:32:16,Value 1
1980,9,2013-09-03 04:13:18,Value 2
1980,11,2013-09-03 12:00:29,Value 14
1980,7,2013-09-16 07:39:08,Value 14
1980,1,2013-10-01 07:39:26,Value 3
2039,0,2011-09-16 11:58:43,Value 1
2039,9,2011-09-23 10:27:02,Value 9
2039,11,2011-09-23 11:02:48,Value 9
2039,7,2011-09-27 12:47:03,Value 9
2039,1,2011-10-29 04:50:35,Value 5
1224,0,2013-10-01 06:25:05,Value 2
1224,9,2013-10-01 09:38:06,Value 2
1224,11,2013-10-09 06:36:07,Value 2
1224,7,2013-10-18 10:01:47,Value 2
1224,1,2013-11-02 12:02:07,Value 3
1034,0,2010-09-09 04:42:54,Value 19
1034,9,2010-09-10 12:28:34,Value 14
1034,7,2010-09-14 11:34:52,Value 14
1034,1,2010-10-31 06:50:44,Value 5
2710,0,2011-03-01 08:45:35,Value 8
2710,9,2011-03-01 09:17:58,Value 6
2710,11,2011-03-02 15:30:39,Value 6
2710,11,2011-03-02 15:30:41,Value 6
2710,9,2011-03-11 13:41:46,Value 6
2710,7,2011-03-11 13:42:12,Value 6
2710,1,2011-04-10 11:42:34,Value 5
2364,0,2013-08-06 10:07:36,Value 9
2364,9,2013-08-21 05:59:16,Value 1
2364,5,2013-08-22 09:50:45,Value 1
2364,7,2013-08-22 10:23:25,Value 1
2364,1,2013-09-06 10:23:39,Value 3
1599,0,2012-01-19 14:22:25,Value 9
1599,7,2012-01-19 14:22:42,Value 9
1599,1,2012-02-21 14:30:30,Value 5
1667,0,2012-04-20 07:54:26,Value 1
1667,9,2012-04-20 07:54:41,Value 1
1667,7,2012-04-23 06:14:28,Value 4
1667,1,2012-05-30 08:00:15,Value 5
749,0,2010-12-07 09:10:52,Value 8
749,9,2010-12-09 09:19:43,Value 7
749,11,2010-12-20 12:24:30,Value 7
749,9,2010-12-21 11:36:16,Value 2
749,7,2010-12-21 12:31:29,Value 2
749,1,2011-01-21 09:20:31,Value 5
632,0,2013-05-06 04:10:20,Value 1
632,9,2013-05-21 04:16:22,Value 2
632,11,2013-05-21 11:37:13,Value 4
632,7,2013-06-07 12:11:06,Value 4
632,1,2013-06-22 12:11:26,Value 3
1850,0,2012-05-22 04:13:58,Value 1
1850,9,2012-05-22 04:14:05,Value 1
1850,7,2012-05-23 05:08:29,Value 1
1850,1,2012-06-23 04:20:21,Value 5
1601,0,2013-03-08 15:04:38,Value 2
1601,9,2013-03-25 06:12:43,Value 2
1601,5,2013-03-25 13:08:34,Value 2
1601,5,2013-04-08 10:52:52,Value 9
1601,7,2013-04-08 10:53:01,Value 9
1601,1,2013-04-23 10:53:19,Value 3
1096,0,2012-05-14 11:36:46,Value 1
1096,9,2012-05-15 04:02:06,Value 6
1096,7,2012-05-15 05:02:23,Value 6
1096,1,2012-06-27 11:40:31,Value 5
2337,0,2012-06-20 11:36:38,Value 13
2337,9,2012-06-21 10:37:00,Value 9
2337,11,2012-06-21 10:37:26,Value 9
2337,7,2012-06-25 05:41:57,Value 9
